,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,0,0,0,0.0
1,17.5,28.794,,0,1,0,0,20.0
2,17.5,28.794,,1,1,0,1,0.0
3,17.5,28.794,,1,1,1,0,0.0
4,17.5,28.794,-22.5,1,1,0,0,20.0
5,20.0,30.0,-22.5,1,1,0,1,20.0
6,5.0,30.0,-22.5,1,1,1,0,10.0
7,5.0,31.809,-22.5,1,1,0,0,10.0
8,12.5,31.809,-22.5,1,1,0,0,10.0
9,12.5,31.809,-22.5,1,1,0,0,0.0
10,20.0,31.809,-22.5,1,1,0,0,10.0
11,20.0,30.75375,-22.5,1,1,0,0,10.0
12,5.0,30.75375,-22.5,1,1,0,0,10.0
13,5.0,31.809,-22.5,1,1,0,0,10.0
14,12.5,31.809,-22.5,1,1,0,0,10.0
15,12.5,31.809,-22.5,1,1,0,0,0.0
16,12.5,31.809,-20.0,1,1,0,0,20.0
17,20.0,31.809,-20.0,1,1,0,0,20.0
18,20.0,30.0,-20.0,1,1,0,0,20.0
19,20.0,30.0,-17.5,1,1,0,1,20.0
20,5.0,30.0,-17.5,1,1,1,0,10.0
21,5.0,31.809,-17.5,1,1,0,0,10.0
22,12.5,31.809,-17.5,1,1,0,0,10.0
23,12.5,31.809,-17.5,1,1,0,0,0.0
24,20.0,31.809,-17.5,1,1,0,0,10.0
25,20.0,30.75375,-17.5,1,1,0,0,10.0
26,5.0,30.75375,-17.5,1,1,0,0,10.0
27,5.0,31.809,-17.5,1,1,0,0,10.0
28,12.5,31.809,-17.5,1,1,0,0,10.0
29,12.5,31.809,-17.5,1,1,0,0,0.0
30,12.5,31.809,-15.0,1,1,0,0,20.0
31,20.0,31.809,-15.0,1,1,0,0,20.0
32,20.0,30.0,-15.0,1,1,0,0,20.0
33,20.0,30.0,-12.5,1,1,0,1,20.0
34,5.0,30.0,-12.5,1,1,1,0,10.0
35,5.0,31.809,-12.5,1,1,0,0,10.0
36,12.5,31.809,-12.5,1,1,0,0,10.0
37,12.5,31.809,-12.5,1,1,0,0,0.0
38,20.0,31.809,-12.5,1,1,0,0,10.0
39,20.0,30.75375,-12.5,1,1,0,0,10.0
40,5.0,30.75375,-12.5,1,1,0,0,10.0
41,5.0,31.809,-12.5,1,1,0,0,10.0
42,12.5,31.809,-12.5,1,1,0,0,10.0
43,12.5,31.809,-12.5,1,1,0,0,0.0
44,12.5,31.809,-10.0,1,1,0,0,20.0
45,20.0,31.809,-10.0,1,1,0,0,20.0
46,20.0,30.0,-10.0,1,1,0,0,20.0
47,20.0,30.0,-7.5,1,1,0,1,20.0
48,5.0,30.0,-7.5,1,1,1,0,10.0
49,5.0,31.809,-7.5,1,1,0,0,10.0
50,12.5,31.809,-7.5,1,1,0,0,10.0
51,12.5,31.809,-7.5,1,1,0,0,0.0
52,20.0,31.809,-7.5,1,1,0,0,10.0
53,20.0,30.75375,-7.5,1,1,0,0,10.0
54,5.0,30.75375,-7.5,1,1,0,0,10.0
55,5.0,31.809,-7.5,1,1,0,0,10.0
56,12.5,31.809,-7.5,1,1,0,0,10.0
57,12.5,31.809,-7.5,1,1,0,0,0.0
58,12.5,31.809,-5.0,1,1,0,0,20.0
59,20.0,31.809,-5.0,1,1,0,0,20.0
60,20.0,30.0,-5.0,1,1,0,0,20.0
61,20.0,30.0,10.0,1,0,0,0,20.0
