,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,1,0.0
2,,,,1,1,1,0,0.0
3,12.5,38.125,,1,1,0,0,10.0
4,12.5,38.125,-25.0,1,1,0,1,20.0
5,12.5,38.125,-22.5,1,1,1,1,10.0
6,12.5,48.125,-22.5,1,1,1,1,10.0
7,12.5,48.125,-20.691,1,1,1,1,10.0
8,12.5,43.125,-20.691,1,1,1,0,10.0
9,12.5,43.125,-20.691,1,1,0,0,0.0
10,12.5,38.125,-20.691,1,1,0,0,20.0
11,12.5,38.125,-21.972375,1,1,0,0,10.0
12,12.5,48.125,-21.972375,1,1,0,0,10.0
13,12.5,48.125,-20.691,1,1,0,0,20.0
14,12.5,43.125,-20.691,1,1,0,0,10.0
15,12.5,43.125,-20.691,1,1,0,0,0.0
16,12.5,38.125,-20.691,1,1,0,0,20.0
17,12.5,38.125,-20.0,1,1,0,1,20.0
18,12.5,38.125,-17.5,1,1,1,1,10.0
19,12.5,48.125,-17.5,1,1,1,1,10.0
20,12.5,48.125,-15.691,1,1,1,1,10.0
21,12.5,43.125,-15.691,1,1,1,0,10.0
22,12.5,43.125,-15.691,1,1,0,0,0.0
23,12.5,38.125,-15.691,1,1,0,0,20.0
24,12.5,38.125,-16.972375,1,1,0,0,10.0
25,12.5,48.125,-16.972375,1,1,0,0,10.0
26,12.5,48.125,-15.691,1,1,0,0,20.0
27,12.5,43.125,-15.691,1,1,0,0,10.0
28,12.5,43.125,-15.691,1,1,0,0,0.0
29,12.5,38.125,-15.691,1,1,0,0,20.0
30,12.5,38.125,-15.0,1,1,0,1,20.0
31,12.5,38.125,-12.5,1,1,1,1,10.0
32,12.5,48.125,-12.5,1,1,1,1,10.0
33,12.5,48.125,-10.691,1,1,1,1,10.0
34,12.5,43.125,-10.691,1,1,1,0,10.0
35,12.5,43.125,-10.691,1,1,0,0,0.0
36,12.5,38.125,-10.691,1,1,0,0,20.0
37,12.5,38.125,-11.972375,1,1,0,0,10.0
38,12.5,48.125,-11.972375,1,1,0,0,10.0
39,12.5,48.125,-10.691,1,1,0,0,20.0
40,12.5,43.125,-10.691,1,1,0,0,10.0
41,12.5,43.125,-10.691,1,1,0,0,0.0
42,12.5,38.125,-10.691,1,1,0,0,20.0
43,12.5,38.125,-10.0,1,1,0,1,20.0
44,12.5,38.125,-7.5,1,1,1,1,10.0
45,12.5,48.125,-7.5,1,1,1,1,10.0
46,12.5,48.125,-5.691,1,1,1,1,10.0
47,12.5,43.125,-5.691,1,1,1,0,10.0
48,12.5,43.125,-5.691,1,1,0,0,0.0
49,12.5,38.125,-5.691,1,1,0,0,20.0
50,12.5,38.125,-6.9723749999999995,1,1,0,0,10.0
51,12.5,48.125,-6.9723749999999995,1,1,0,0,10.0
52,12.5,48.125,-5.691,1,1,0,0,20.0
53,12.5,43.125,-5.691,1,1,0,0,10.0
54,12.5,43.125,-5.691,1,1,0,0,0.0
55,12.5,38.125,-5.691,1,1,0,0,20.0
56,12.5,38.125,10.0,1,0,0,0,20.0
