,x,y,z,line,p3_before,p3_after,p0_before,p0_after,speed
0,,,,6,0.0,1.0,0.0,0.0,0
1,,,,7,1.0,1.0,0.0,1.0,0
2,,,,8,1.0,1.0,1.0,0.0,0
3,,,,10,1.0,0.0,0.0,0.0,0
