,x,y,z,p0_before,p0_after,speed
0,12.5,,,0,0,20.0
1,12.5,5.0,,0,0,20.0
2,12.5,5.0,,0,0,10.0
3,12.5,5.0,,0,0,20.0
4,12.5,5.0,-22.5,0,1,20.0
5,12.5,17.0,-22.5,1,0,10.0
6,12.5,17.0,-21.25,0,1,20.0
7,12.5,5.0,-21.25,1,0,10.0
8,12.5,5.0,-20.0,0,0,20.0
9,12.5,5.0,10.0,0,0,10.0
