,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,0,0.0
2,,,,1,1,0,1,0.0
3,,,,1,1,1,0,0.0
4,,,-15.0,1,1,0,0,20.0
5,12.5,,-15.0,1,1,0,0,20.0
6,12.5,5.0,-15.0,1,1,0,0,20.0
7,12.5,5.0,-22.5,1,1,0,1,20.0
8,12.5,5.0,-15.0,1,1,1,0,10.0
9,12.5,5.3015,-15.0,1,1,0,0,20.0
10,12.5,5.3015,-22.5,1,1,0,1,20.0
11,12.5,5.3015,-15.0,1,1,1,0,10.0
12,12.5,5.3015,-15.0,1,1,0,0,20.0
13,12.5,5.3015,-15.0,1,1,0,0,20.0
14,12.5,8.103,-15.0,1,1,0,0,20.0
15,12.5,8.103,-22.5,1,1,0,1,20.0
16,12.5,8.103,-15.0,1,1,1,0,10.0
17,12.5,8.4045,-15.0,1,1,0,0,20.0
18,12.5,8.4045,-22.5,1,1,0,1,20.0
19,12.5,8.4045,-15.0,1,1,1,0,10.0
20,12.1985,2.8522499999999997,-15.0,1,1,0,0,20.0
21,12.1985,2.8522499999999997,-21.25,1,1,0,0,10.0
22,12.1985,2.95225,-21.25,1,1,0,1,20.0
23,12.1985,10.45225,-21.25,1,1,1,1,10.0
24,12.1985,10.45225,-19.583333333333332,1,1,1,1,10.0
25,12.1985,2.95225,-19.583333333333332,1,1,1,1,10.0
26,12.1985,2.95225,-17.916666666666668,1,1,1,1,10.0
27,12.1985,10.45225,-17.916666666666668,1,1,1,1,10.0
28,12.1985,10.45225,-16.25,1,1,1,1,10.0
29,12.1985,2.95225,-16.25,1,1,1,0,10.0
30,12.1985,2.95225,10.0,1,0,0,0,20.0
