,x,y,z,p11_before,p11_after,p2_before,p2_after,speed
0,,,,0,0,0,0,10.0
1,,,,0,0,0,0,20.0
2,12.5,6.25,,0,0,0,0,20.0
3,12.5,6.5515,-18.5,0,0,0,0,10.0
4,12.5,6.5515,-18.5,0,0,0,0,10.0
5,12.5,6.5515,-18.5,0,0,0,1,0.0
6,12.5,6.5515,-18.5,0,0,1,0,0.0
7,12.5,17.832875,-18.5,0,0,0,0,10.0
8,12.5,17.832875,-18.5,0,0,0,0,10.0
9,12.5,17.832875,-18.5,0,0,0,1,0.0
10,12.5,17.832875,-18.5,0,0,1,0,0.0
11,12.5,29.41575,-18.5,0,0,0,0,10.0
12,12.5,29.41575,-18.5,0,0,0,0,10.0
13,12.5,29.41575,-18.5,0,0,0,1,0.0
14,12.5,29.41575,-18.5,0,0,1,0,0.0
15,12.5,41.300125,-18.5,0,0,0,0,10.0
16,12.5,41.300125,-18.5,0,0,0,0,10.0
17,12.5,41.300125,-18.5,0,0,0,1,0.0
18,12.5,41.300125,-18.5,0,0,1,0,0.0
19,12.5,53.486,-18.5,0,0,0,0,10.0
20,12.5,53.486,-18.5,0,0,0,0,10.0
21,12.5,53.486,-18.5,0,0,0,1,0.0
22,12.5,53.486,-18.5,0,0,1,0,0.0
23,12.5,66.04875,-18.5,0,0,0,0,10.0
24,12.5,66.04875,-18.5,0,0,0,0,10.0
25,12.5,66.04875,-18.5,0,0,0,1,0.0
26,12.5,66.04875,-18.5,0,0,1,0,0.0
27,12.5,6.5515,-8.5,0,0,0,0,10.0
28,12.5,6.5515,-8.5,0,0,0,0,10.0
29,12.5,6.5515,-8.5,0,0,0,1,0.0
30,12.5,6.5515,-8.5,0,0,1,0,0.0
31,12.5,17.832875,-8.5,0,0,0,0,10.0
32,12.5,17.832875,-8.5,0,0,0,0,10.0
33,12.5,17.832875,-8.5,0,0,0,1,0.0
34,12.5,17.832875,-8.5,0,0,1,0,0.0
35,12.5,29.41575,-8.5,0,0,0,0,10.0
36,12.5,29.41575,-8.5,0,0,0,0,10.0
37,12.5,29.41575,-8.5,0,0,0,1,0.0
38,12.5,29.41575,-8.5,0,0,1,0,0.0
39,12.5,41.300125,-8.5,0,0,0,0,10.0
40,12.5,41.300125,-8.5,0,0,0,0,10.0
41,12.5,41.300125,-8.5,0,0,0,1,0.0
42,12.5,41.300125,-8.5,0,0,1,0,0.0
43,12.5,53.486,-8.5,0,0,0,0,10.0
44,12.5,53.486,-8.5,0,0,0,0,10.0
45,12.5,53.486,-8.5,0,0,0,1,0.0
46,12.5,53.486,-8.5,0,0,1,0,0.0
47,12.5,66.04875,-8.5,0,0,0,0,10.0
48,12.5,66.04875,-8.5,0,0,0,0,10.0
49,12.5,66.04875,-8.5,0,0,0,1,0.0
50,12.5,66.04875,-8.5,0,0,1,0,0.0
51,12.5,66.04875,10.0,0,0,0,0,20.0
52,12.5,180.0,10.0,0,0,0,0,20.0
53,30.0,180.0,10.0,0,0,0,0,20.0
