,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,1,0.0
2,,,,1,1,1,0,0.0
3,12.5,24.9,,1,1,0,0,20.0
4,12.5,24.9,-12.95225,1,1,0,0,10.0
5,12.5,25.0,-12.95225,1,1,0,1,20.0
6,12.5,35.0,-12.95225,1,1,1,1,10.0
7,12.5,35.0,-12.5,1,1,1,1,10.0
8,12.5,25.0,-12.5,1,1,1,0,10.0
9,11.0,26.15,-12.5,1,1,0,0,20.0
10,11.0,26.15,-12.04775,1,1,0,0,10.0
11,11.0,26.25,-12.04775,1,1,0,1,20.0
12,14.0,26.25,-12.04775,1,1,1,0,10.0
13,14.0,28.75,-12.04775,1,1,0,1,20.0
14,11.0,28.75,-12.04775,1,1,1,0,10.0
15,11.0,31.25,-12.04775,1,1,0,1,20.0
16,14.0,31.25,-12.04775,1,1,1,0,10.0
17,14.0,33.75,-12.04775,1,1,0,1,20.0
18,11.0,33.75,-12.04775,1,1,1,0,10.0
19,11.0,33.75,-9.54775,1,1,0,0,20.0
20,12.5,24.9,-9.54775,1,1,0,0,20.0
21,12.5,24.9,-10.45225,1,1,0,0,10.0
22,12.5,25.0,-10.45225,1,1,0,1,20.0
23,12.5,35.0,-10.45225,1,1,1,1,10.0
24,12.5,35.0,-10.0,1,1,1,1,10.0
25,12.5,25.0,-10.0,1,1,1,0,10.0
26,11.0,26.15,-10.0,1,1,0,0,20.0
27,11.0,26.15,-9.54775,1,1,0,0,10.0
28,11.0,26.25,-9.54775,1,1,0,1,20.0
29,14.0,26.25,-9.54775,1,1,1,0,10.0
30,14.0,28.75,-9.54775,1,1,0,1,20.0
31,11.0,28.75,-9.54775,1,1,1,0,10.0
32,11.0,31.25,-9.54775,1,1,0,1,20.0
33,14.0,31.25,-9.54775,1,1,1,0,10.0
34,14.0,33.75,-9.54775,1,1,0,1,20.0
35,11.0,33.75,-9.54775,1,1,1,0,10.0
36,11.0,33.75,-7.04775,1,1,0,0,20.0
37,12.5,24.9,-7.04775,1,1,0,0,20.0
38,12.5,24.9,-7.95225,1,1,0,0,10.0
39,12.5,25.0,-7.95225,1,1,0,1,20.0
40,12.5,35.0,-7.95225,1,1,1,1,10.0
41,12.5,35.0,-7.5,1,1,1,1,10.0
42,12.5,25.0,-7.5,1,1,1,0,10.0
43,11.0,26.15,-7.5,1,1,0,0,20.0
44,11.0,26.15,-7.04775,1,1,0,0,10.0
45,11.0,26.25,-7.04775,1,1,0,1,20.0
46,14.0,26.25,-7.04775,1,1,1,0,10.0
47,14.0,28.75,-7.04775,1,1,0,1,20.0
48,11.0,28.75,-7.04775,1,1,1,0,10.0
49,11.0,31.25,-7.04775,1,1,0,1,20.0
50,14.0,31.25,-7.04775,1,1,1,0,10.0
51,14.0,33.75,-7.04775,1,1,0,1,20.0
52,11.0,33.75,-7.04775,1,1,1,0,10.0
53,11.0,33.75,-4.54775,1,1,0,0,20.0
54,11.0,33.75,10.0,1,0,0,0,20.0
