,x,y,z,p11_before,p11_after,p2_before,p2_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,0,5.0
2,,,,1,1,0,0,20.0
3,12.5,6.25,,1,1,0,0,20.0
4,12.5,6.5515,-20.5,1,1,0,0,5.0
5,12.5,6.5515,-20.5,1,1,0,0,5.0
6,12.5,6.5515,-20.5,1,1,0,1,0.0
7,12.5,6.5515,-20.5,1,1,1,0,0.0
8,12.5,6.5515,-16.5,1,1,0,0,5.0
9,12.5,6.5515,-16.5,1,1,0,0,5.0
10,12.5,6.5515,-16.5,1,1,0,1,0.0
11,12.5,6.5515,-16.5,1,1,1,0,0.0
12,12.5,17.832875,-20.5,1,1,0,0,5.0
13,12.5,17.832875,-20.5,1,1,0,0,5.0
14,12.5,17.832875,-20.5,1,1,0,1,0.0
15,12.5,17.832875,-20.5,1,1,1,0,0.0
16,12.5,17.832875,-16.5,1,1,0,0,5.0
17,12.5,17.832875,-16.5,1,1,0,0,5.0
18,12.5,17.832875,-16.5,1,1,0,1,0.0
19,12.5,17.832875,-16.5,1,1,1,0,0.0
20,12.5,29.41575,-20.5,1,1,0,0,5.0
21,12.5,29.41575,-20.5,1,1,0,0,5.0
22,12.5,29.41575,-20.5,1,1,0,1,0.0
23,12.5,29.41575,-20.5,1,1,1,0,0.0
24,12.5,29.41575,-16.5,1,1,0,0,5.0
25,12.5,29.41575,-16.5,1,1,0,0,5.0
26,12.5,29.41575,-16.5,1,1,0,1,0.0
27,12.5,29.41575,-16.5,1,1,1,0,0.0
28,12.5,41.300125,-20.5,1,1,0,0,5.0
29,12.5,41.300125,-20.5,1,1,0,0,5.0
30,12.5,41.300125,-20.5,1,1,0,1,0.0
31,12.5,41.300125,-20.5,1,1,1,0,0.0
32,12.5,41.300125,-16.5,1,1,0,0,5.0
33,12.5,41.300125,-16.5,1,1,0,0,5.0
34,12.5,41.300125,-16.5,1,1,0,1,0.0
35,12.5,41.300125,-16.5,1,1,1,0,0.0
36,12.5,53.486,-20.5,1,1,0,0,5.0
37,12.5,53.486,-20.5,1,1,0,0,5.0
38,12.5,53.486,-20.5,1,1,0,1,0.0
39,12.5,53.486,-20.5,1,1,1,0,0.0
40,12.5,53.486,-16.5,1,1,0,0,5.0
41,12.5,53.486,-16.5,1,1,0,0,5.0
42,12.5,53.486,-16.5,1,1,0,1,0.0
43,12.5,53.486,-16.5,1,1,1,0,0.0
44,12.5,66.04875,-20.5,1,1,0,0,5.0
45,12.5,66.04875,-20.5,1,1,0,0,5.0
46,12.5,66.04875,-20.5,1,1,0,1,0.0
47,12.5,66.04875,-20.5,1,1,1,0,0.0
48,12.5,66.04875,-16.5,1,1,0,0,5.0
49,12.5,66.04875,-16.5,1,1,0,0,5.0
50,12.5,66.04875,-16.5,1,1,0,1,0.0
51,12.5,66.04875,-16.5,1,1,1,0,0.0
52,12.5,6.5515,-10.5,1,1,0,0,5.0
53,12.5,6.5515,-10.5,1,1,0,0,5.0
54,12.5,6.5515,-10.5,1,1,0,1,0.0
55,12.5,6.5515,-10.5,1,1,1,0,0.0
56,12.5,6.5515,-6.5,1,1,0,0,5.0
57,12.5,6.5515,-6.5,1,1,0,0,5.0
58,12.5,6.5515,-6.5,1,1,0,1,0.0
59,12.5,6.5515,-6.5,1,1,1,0,0.0
60,12.5,17.832875,-10.5,1,1,0,0,5.0
61,12.5,17.832875,-10.5,1,1,0,0,5.0
62,12.5,17.832875,-10.5,1,1,0,1,0.0
63,12.5,17.832875,-10.5,1,1,1,0,0.0
64,12.5,17.832875,-6.5,1,1,0,0,5.0
65,12.5,17.832875,-6.5,1,1,0,0,5.0
66,12.5,17.832875,-6.5,1,1,0,1,0.0
67,12.5,17.832875,-6.5,1,1,1,0,0.0
68,12.5,29.41575,-10.5,1,1,0,0,5.0
69,12.5,29.41575,-10.5,1,1,0,0,5.0
70,12.5,29.41575,-10.5,1,1,0,1,0.0
71,12.5,29.41575,-10.5,1,1,1,0,0.0
72,12.5,29.41575,-6.5,1,1,0,0,5.0
73,12.5,29.41575,-6.5,1,1,0,0,5.0
74,12.5,29.41575,-6.5,1,1,0,1,0.0
75,12.5,29.41575,-6.5,1,1,1,0,0.0
76,12.5,41.300125,-10.5,1,1,0,0,5.0
77,12.5,41.300125,-10.5,1,1,0,0,5.0
78,12.5,41.300125,-10.5,1,1,0,1,0.0
79,12.5,41.300125,-10.5,1,1,1,0,0.0
80,12.5,41.300125,-6.5,1,1,0,0,5.0
81,12.5,41.300125,-6.5,1,1,0,0,5.0
82,12.5,41.300125,-6.5,1,1,0,1,0.0
83,12.5,41.300125,-6.5,1,1,1,0,0.0
84,12.5,53.486,-10.5,1,1,0,0,5.0
85,12.5,53.486,-10.5,1,1,0,0,5.0
86,12.5,53.486,-10.5,1,1,0,1,0.0
87,12.5,53.486,-10.5,1,1,1,0,0.0
88,12.5,53.486,-6.5,1,1,0,0,5.0
89,12.5,53.486,-6.5,1,1,0,0,5.0
90,12.5,53.486,-6.5,1,1,0,1,0.0
91,12.5,53.486,-6.5,1,1,1,0,0.0
92,12.5,66.04875,-10.5,1,1,0,0,5.0
93,12.5,66.04875,-10.5,1,1,0,0,5.0
94,12.5,66.04875,-10.5,1,1,0,1,0.0
95,12.5,66.04875,-10.5,1,1,1,0,0.0
96,12.5,66.04875,-6.5,1,1,0,0,5.0
97,12.5,66.04875,-6.5,1,1,0,0,5.0
98,12.5,66.04875,-6.5,1,1,0,1,0.0
99,12.5,66.04875,-6.5,1,1,1,0,0.0
100,12.5,66.04875,-6.5,1,0,0,0,0.0
101,12.5,66.04875,10.0,0,0,0,0,20.0
102,12.5,180.0,10.0,0,0,0,0,20.0
103,30.0,180.0,10.0,0,0,0,0,20.0
