,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,-15.0,0,0,0,0,20.0
1,12.5,,-15.0,0,0,0,0,20.0
2,12.5,16.206,-15.0,0,0,0,0,20.0
3,12.5,16.206,-22.5,0,0,0,1,20.0
4,12.5,16.206,-15.0,0,0,1,0,10.0
5,12.5,16.582875,-15.0,0,0,0,0,20.0
6,12.5,16.582875,-22.5,0,0,0,1,20.0
7,12.5,16.582875,-15.0,0,0,1,0,10.0
8,12.5,16.582875,-15.0,0,0,0,0,20.0
9,12.5,16.582875,-15.0,0,0,0,0,20.0
10,12.5,19.45975,-15.0,0,0,0,0,20.0
11,12.5,19.45975,-22.5,0,0,0,1,20.0
12,12.5,19.45975,-15.0,0,0,1,0,10.0
13,12.5,19.836624999999998,-15.0,0,0,0,0,20.0
14,12.5,19.836624999999998,-22.5,0,0,0,1,20.0
15,12.5,19.836624999999998,-15.0,0,0,1,0,10.0
16,12.123125,14.2713125,-15.0,0,0,0,0,20.0
17,12.123125,14.2713125,-21.25,0,0,0,1,20.0
18,12.123125,21.7713125,-21.25,0,0,1,1,10.0
19,12.123125,21.7713125,-19.583333333333332,0,0,1,1,10.0
20,12.123125,14.2713125,-19.583333333333332,0,0,1,1,10.0
21,12.123125,14.2713125,-17.916666666666668,0,0,1,1,10.0
22,12.123125,21.7713125,-17.916666666666668,0,0,1,1,10.0
23,12.123125,21.7713125,-16.25,0,0,1,1,10.0
24,12.123125,14.2713125,-16.25,0,0,1,0,10.0
25,12.123125,14.2713125,10.0,0,0,0,0,20.0
