,x,y,z,p11_before,p11_after,p2_before,p2_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,0,5.0
2,,,,1,1,0,0,20.0
3,12.5,5.0,,1,1,0,0,20.0
4,12.5,5.0,-22.0,1,1,0,0,5.0
5,12.5,5.0,-22.0,1,1,0,0,5.0
6,12.5,5.0,-22.0,1,1,0,1,0.0
7,12.5,5.0,-22.0,1,1,1,0,0.0
8,12.5,5.0,-17.0,1,1,0,0,5.0
9,12.5,5.0,-17.0,1,1,0,0,5.0
10,12.5,5.0,-17.0,1,1,0,1,0.0
11,12.5,5.0,-17.0,1,1,1,0,0.0
12,12.5,5.0,-12.0,1,1,0,0,5.0
13,12.5,5.0,-12.0,1,1,0,0,5.0
14,12.5,5.0,-12.0,1,1,0,1,0.0
15,12.5,5.0,-12.0,1,1,1,0,0.0
16,12.5,5.0,-7.0,1,1,0,0,5.0
17,12.5,5.0,-7.0,1,1,0,0,5.0
18,12.5,5.0,-7.0,1,1,0,1,0.0
19,12.5,5.0,-7.0,1,1,1,0,0.0
20,12.5,10.603,-22.0,1,1,0,0,5.0
21,12.5,10.603,-22.0,1,1,0,0,5.0
22,12.5,10.603,-22.0,1,1,0,1,0.0
23,12.5,10.603,-22.0,1,1,1,0,0.0
24,12.5,10.603,-17.0,1,1,0,0,5.0
25,12.5,10.603,-17.0,1,1,0,0,5.0
26,12.5,10.603,-17.0,1,1,0,1,0.0
27,12.5,10.603,-17.0,1,1,1,0,0.0
28,12.5,10.603,-12.0,1,1,0,0,5.0
29,12.5,10.603,-12.0,1,1,0,0,5.0
30,12.5,10.603,-12.0,1,1,0,1,0.0
31,12.5,10.603,-12.0,1,1,1,0,0.0
32,12.5,10.603,-7.0,1,1,0,0,5.0
33,12.5,10.603,-7.0,1,1,0,0,5.0
34,12.5,10.603,-7.0,1,1,0,1,0.0
35,12.5,10.603,-7.0,1,1,1,0,0.0
36,12.5,16.356749999999998,-22.0,1,1,0,0,5.0
37,12.5,16.356749999999998,-22.0,1,1,0,0,5.0
38,12.5,16.356749999999998,-22.0,1,1,0,1,0.0
39,12.5,16.356749999999998,-22.0,1,1,1,0,0.0
40,12.5,16.356749999999998,-17.0,1,1,0,0,5.0
41,12.5,16.356749999999998,-17.0,1,1,0,0,5.0
42,12.5,16.356749999999998,-17.0,1,1,0,1,0.0
43,12.5,16.356749999999998,-17.0,1,1,1,0,0.0
44,12.5,16.356749999999998,-12.0,1,1,0,0,5.0
45,12.5,16.356749999999998,-12.0,1,1,0,0,5.0
46,12.5,16.356749999999998,-12.0,1,1,0,1,0.0
47,12.5,16.356749999999998,-12.0,1,1,1,0,0.0
48,12.5,16.356749999999998,-7.0,1,1,0,0,5.0
49,12.5,16.356749999999998,-7.0,1,1,0,0,5.0
50,12.5,16.356749999999998,-7.0,1,1,0,1,0.0
51,12.5,16.356749999999998,-7.0,1,1,1,0,0.0
52,12.5,22.26125,-22.0,1,1,0,0,5.0
53,12.5,22.26125,-22.0,1,1,0,0,5.0
54,12.5,22.26125,-22.0,1,1,0,1,0.0
55,12.5,22.26125,-22.0,1,1,1,0,0.0
56,12.5,22.26125,-17.0,1,1,0,0,5.0
57,12.5,22.26125,-17.0,1,1,0,0,5.0
58,12.5,22.26125,-17.0,1,1,0,1,0.0
59,12.5,22.26125,-17.0,1,1,1,0,0.0
60,12.5,22.26125,-12.0,1,1,0,0,5.0
61,12.5,22.26125,-12.0,1,1,0,0,5.0
62,12.5,22.26125,-12.0,1,1,0,1,0.0
63,12.5,22.26125,-12.0,1,1,1,0,0.0
64,12.5,22.26125,-7.0,1,1,0,0,5.0
65,12.5,22.26125,-7.0,1,1,0,0,5.0
66,12.5,22.26125,-7.0,1,1,0,1,0.0
67,12.5,22.26125,-7.0,1,1,1,0,0.0
68,12.5,28.3165,-22.0,1,1,0,0,5.0
69,12.5,28.3165,-22.0,1,1,0,0,5.0
70,12.5,28.3165,-22.0,1,1,0,1,0.0
71,12.5,28.3165,-22.0,1,1,1,0,0.0
72,12.5,28.3165,-17.0,1,1,0,0,5.0
73,12.5,28.3165,-17.0,1,1,0,0,5.0
74,12.5,28.3165,-17.0,1,1,0,1,0.0
75,12.5,28.3165,-17.0,1,1,1,0,0.0
76,12.5,28.3165,-12.0,1,1,0,0,5.0
77,12.5,28.3165,-12.0,1,1,0,0,5.0
78,12.5,28.3165,-12.0,1,1,0,1,0.0
79,12.5,28.3165,-12.0,1,1,1,0,0.0
80,12.5,28.3165,-7.0,1,1,0,0,5.0
81,12.5,28.3165,-7.0,1,1,0,0,5.0
82,12.5,28.3165,-7.0,1,1,0,1,0.0
83,12.5,28.3165,-7.0,1,1,1,0,0.0
84,12.5,34.5225,-22.0,1,1,0,0,5.0
85,12.5,34.5225,-22.0,1,1,0,0,5.0
86,12.5,34.5225,-22.0,1,1,0,1,0.0
87,12.5,34.5225,-22.0,1,1,1,0,0.0
88,12.5,34.5225,-17.0,1,1,0,0,5.0
89,12.5,34.5225,-17.0,1,1,0,0,5.0
90,12.5,34.5225,-17.0,1,1,0,1,0.0
91,12.5,34.5225,-17.0,1,1,1,0,0.0
92,12.5,34.5225,-12.0,1,1,0,0,5.0
93,12.5,34.5225,-12.0,1,1,0,0,5.0
94,12.5,34.5225,-12.0,1,1,0,1,0.0
95,12.5,34.5225,-12.0,1,1,1,0,0.0
96,12.5,34.5225,-7.0,1,1,0,0,5.0
97,12.5,34.5225,-7.0,1,1,0,0,5.0
98,12.5,34.5225,-7.0,1,1,0,1,0.0
99,12.5,34.5225,-7.0,1,1,1,0,0.0
100,12.5,41.03,-21.6985,1,1,0,0,5.0
101,12.5,41.03,-21.6985,1,1,0,0,5.0
102,12.5,41.03,-21.6985,1,1,0,1,0.0
103,12.5,41.03,-21.6985,1,1,1,0,0.0
104,12.5,41.03,-16.6985,1,1,0,0,5.0
105,12.5,41.03,-16.6985,1,1,0,0,5.0
106,12.5,41.03,-16.6985,1,1,0,1,0.0
107,12.5,41.03,-16.6985,1,1,1,0,0.0
108,12.5,41.03,-11.6985,1,1,0,0,5.0
109,12.5,41.03,-11.6985,1,1,0,0,5.0
110,12.5,41.03,-11.6985,1,1,0,1,0.0
111,12.5,41.03,-11.6985,1,1,1,0,0.0
112,12.5,41.03,-6.6985,1,1,0,0,5.0
113,12.5,41.03,-6.6985,1,1,0,0,5.0
114,12.5,41.03,-6.6985,1,1,0,1,0.0
115,12.5,41.03,-6.6985,1,1,1,0,0.0
116,12.5,46.03,-21.623125,1,1,0,0,5.0
117,12.5,46.03,-21.623125,1,1,0,0,5.0
118,12.5,46.03,-21.623125,1,1,0,1,0.0
119,12.5,46.03,-21.623125,1,1,1,0,0.0
120,12.5,46.03,-16.623125,1,1,0,0,5.0
121,12.5,46.03,-16.623125,1,1,0,0,5.0
122,12.5,46.03,-16.623125,1,1,0,1,0.0
123,12.5,46.03,-16.623125,1,1,1,0,0.0
124,12.5,46.03,-11.623125,1,1,0,0,5.0
125,12.5,46.03,-11.623125,1,1,0,0,5.0
126,12.5,46.03,-11.623125,1,1,0,1,0.0
127,12.5,46.03,-11.623125,1,1,1,0,0.0
128,12.5,46.03,-6.623125,1,1,0,0,5.0
129,12.5,46.03,-6.623125,1,1,0,0,5.0
130,12.5,46.03,-6.623125,1,1,0,1,0.0
131,12.5,46.03,-6.623125,1,1,1,0,0.0
132,12.5,51.03,-21.54775,1,1,0,0,5.0
133,12.5,51.03,-21.54775,1,1,0,0,5.0
134,12.5,51.03,-21.54775,1,1,0,1,0.0
135,12.5,51.03,-21.54775,1,1,1,0,0.0
136,12.5,51.03,-16.54775,1,1,0,0,5.0
137,12.5,51.03,-16.54775,1,1,0,0,5.0
138,12.5,51.03,-16.54775,1,1,0,1,0.0
139,12.5,51.03,-16.54775,1,1,1,0,0.0
140,12.5,51.03,-11.54775,1,1,0,0,5.0
141,12.5,51.03,-11.54775,1,1,0,0,5.0
142,12.5,51.03,-11.54775,1,1,0,1,0.0
143,12.5,51.03,-11.54775,1,1,1,0,0.0
144,12.5,51.03,-6.54775,1,1,0,0,5.0
145,12.5,51.03,-6.54775,1,1,0,0,5.0
146,12.5,51.03,-6.54775,1,1,0,1,0.0
147,12.5,51.03,-6.54775,1,1,1,0,0.0
148,12.5,56.03,-21.472375,1,1,0,0,5.0
149,12.5,56.03,-21.472375,1,1,0,0,5.0
150,12.5,56.03,-21.472375,1,1,0,1,0.0
151,12.5,56.03,-21.472375,1,1,1,0,0.0
152,12.5,56.03,-16.472375,1,1,0,0,5.0
153,12.5,56.03,-16.472375,1,1,0,0,5.0
154,12.5,56.03,-16.472375,1,1,0,1,0.0
155,12.5,56.03,-16.472375,1,1,1,0,0.0
156,12.5,56.03,-11.472375,1,1,0,0,5.0
157,12.5,56.03,-11.472375,1,1,0,0,5.0
158,12.5,56.03,-11.472375,1,1,0,1,0.0
159,12.5,56.03,-11.472375,1,1,1,0,0.0
160,12.5,56.03,-6.4723749999999995,1,1,0,0,5.0
161,12.5,56.03,-6.4723749999999995,1,1,0,0,5.0
162,12.5,56.03,-6.4723749999999995,1,1,0,1,0.0
