,x,y,z,p11_before,p11_after,p1_before,p1_after,p0_before,p0_after,speed
0,,,-5.0,0,0,0,0,0,0,20.0
1,12.5,,-5.0,0,0,0,0,0,0,20.0
2,12.5,64.045,-5.0,0,0,0,0,0,0,20.0
3,12.5,64.045,-12.5,0,0,0,0,0,1,20.0
4,12.5,64.045,-5.0,0,0,0,0,1,0,10.0
5,12.5,64.79875,-5.0,0,0,0,0,0,0,20.0
6,12.5,64.79875,-12.5,0,0,0,0,0,1,20.0
7,12.5,64.79875,-5.0,0,0,0,0,1,0,10.0
8,10.0,65.5525,-5.0,0,0,0,0,0,0,20.0
9,10.0,65.5525,-11.25,0,0,0,0,0,1,20.0
10,15.0,65.5525,-11.25,0,0,0,0,1,0,10.0
11,15.0,65.5525,-9.583333333333334,0,0,0,0,0,1,20.0
12,10.0,65.5525,-9.583333333333334,0,0,0,0,1,0,10.0
13,10.0,65.5525,-7.916666666666667,0,0,0,0,0,1,20.0
14,15.0,65.5525,-7.916666666666667,0,0,0,0,1,0,10.0
15,15.0,65.5525,-6.25,0,0,0,0,0,1,20.0
16,10.0,65.5525,-6.25,0,0,0,0,1,0,10.0
17,10.0,65.5525,-5.0,0,0,0,0,0,0,20.0
18,12.5,65.5525,-5.0,0,0,0,0,0,0,20.0
19,12.5,68.0525,-5.0,0,0,0,0,0,0,20.0
20,12.5,68.0525,-12.5,0,0,0,0,0,1,20.0
21,12.5,68.0525,-5.0,0,0,0,0,1,0,10.0
22,12.5,68.80625,-5.0,0,0,0,0,0,0,20.0
23,12.5,68.80625,-12.5,0,0,0,0,0,1,20.0
24,12.5,68.80625,-5.0,0,0,0,0,1,0,10.0
25,10.0,69.56,-5.0,0,0,0,0,0,0,20.0
26,10.0,69.56,-11.25,0,0,0,0,0,1,20.0
27,15.0,69.56,-11.25,0,0,0,0,1,0,10.0
28,15.0,69.56,-9.583333333333334,0,0,0,0,0,1,20.0
29,10.0,69.56,-9.583333333333334,0,0,0,0,1,0,10.0
30,10.0,69.56,-7.916666666666667,0,0,0,0,0,1,20.0
31,15.0,69.56,-7.916666666666667,0,0,0,0,1,0,10.0
32,15.0,69.56,-6.25,0,0,0,0,0,1,20.0
33,10.0,69.56,-6.25,0,0,0,0,1,0,10.0
34,10.0,69.56,10.0,0,0,0,0,0,0,20.0
