,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,0,0.0
2,,,,1,1,0,1,0.0
3,,,,1,1,1,0,0.0
4,,,-5.0,1,1,0,0,20.0
5,12.5,,-5.0,1,1,0,0,20.0
6,12.5,39.5225,-5.0,1,1,0,0,20.0
7,12.5,39.5225,-12.5,1,1,0,1,20.0
8,12.5,39.5225,-5.0,1,1,1,0,10.0
9,12.5,40.050125,-5.0,1,1,0,0,20.0
10,12.5,40.050125,-12.5,1,1,0,1,20.0
11,12.5,40.050125,-5.0,1,1,1,0,10.0
12,10.0,40.47775,-5.0,1,1,0,0,20.0
13,10.0,40.47775,-11.25,1,1,0,0,10.0
14,10.0,40.57775,-11.25,1,1,0,1,20.0
15,15.0,40.57775,-11.25,1,1,1,0,10.0
16,15.0,40.57775,-9.583333333333334,1,1,0,1,20.0
17,10.0,40.57775,-9.583333333333334,1,1,1,0,10.0
18,10.0,40.57775,-7.916666666666667,1,1,0,1,20.0
19,15.0,40.57775,-7.916666666666667,1,1,1,0,10.0
20,15.0,40.57775,-6.25,1,1,0,1,20.0
21,10.0,40.57775,-6.25,1,1,1,0,10.0
22,10.0,40.57775,-5.0,1,1,0,0,20.0
23,12.5,40.57775,-5.0,1,1,0,0,20.0
24,12.5,43.07775,-5.0,1,1,0,0,20.0
25,12.5,43.07775,-12.5,1,1,0,1,20.0
26,12.5,43.07775,-5.0,1,1,1,0,10.0
27,12.5,43.605375,-5.0,1,1,0,0,20.0
28,12.5,43.605375,-12.5,1,1,0,1,20.0
29,12.5,43.605375,-5.0,1,1,1,0,10.0
30,10.0,44.033,-5.0,1,1,0,0,20.0
31,10.0,44.033,-11.25,1,1,0,0,10.0
32,10.0,44.133,-11.25,1,1,0,1,20.0
33,15.0,44.133,-11.25,1,1,1,0,10.0
34,15.0,44.133,-9.583333333333334,1,1,0,1,20.0
35,10.0,44.133,-9.583333333333334,1,1,1,0,10.0
36,10.0,44.133,-7.916666666666667,1,1,0,1,20.0
37,15.0,44.133,-7.916666666666667,1,1,1,0,10.0
38,15.0,44.133,-6.25,1,1,0,1,20.0
39,10.0,44.133,-6.25,1,1,1,0,10.0
40,10.0,44.133,10.0,1,0,0,0,20.0
