,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,5.0,5.0,,0,0,0,0,20.0
1,5.0,5.0,-12.5,0,0,0,1,20.0
2,20.0,5.0,-12.5,0,0,1,0,10.0
3,20.0,10.0,-12.5,0,0,0,1,20.0
4,5.0,10.0,-12.5,0,0,1,0,10.0
5,5.0,15.0,-12.5,0,0,0,1,20.0
6,20.0,15.0,-12.5,0,0,1,0,10.0
7,20.0,20.0,-12.5,0,0,0,1,20.0
8,5.0,20.0,-12.5,0,0,1,0,10.0
9,5.0,25.0,-12.5,0,0,0,1,20.0
10,20.0,25.0,-12.5,0,0,1,0,10.0
11,20.0,25.0,-5.0,0,0,0,0,20.0
12,12.5,25.0,-5.0,0,0,0,0,20.0
13,12.5,30.0,-5.0,0,0,0,0,20.0
14,12.5,30.0,-20.0,0,0,0,1,20.0
15,12.5,30.0,-5.0,0,0,1,0,10.0
16,12.5,35.0,-5.0,0,0,0,0,20.0
17,12.5,35.0,-20.0,0,0,0,1,20.0
18,12.5,35.0,-5.0,0,0,1,0,10.0
19,12.5,40.0,-5.0,0,0,0,0,20.0
20,12.5,40.0,-20.0,0,0,0,1,20.0
21,12.5,40.0,-5.0,0,0,1,0,10.0
22,12.5,45.0,-5.0,0,0,0,0,20.0
23,12.5,45.0,-20.0,0,0,0,1,20.0
24,12.5,45.0,-5.0,0,0,1,0,10.0
25,11.593,50.0,-5.0,0,0,0,0,20.0
26,11.593,50.0,-20.0,0,0,0,1,20.0
27,11.593,72.5,-20.0,0,0,1,0,10.0
28,11.593,72.5,-13.75,0,0,0,1,20.0
29,11.593,50.0,-13.75,0,0,1,0,10.0
30,11.593,50.0,-7.5,0,0,0,1,20.0
31,11.593,72.5,-7.5,0,0,1,0,10.0
32,11.593,72.5,10.0,0,0,0,0,10.0
