,x,y,z,line,p11_before,p11_after,p0_before,p0_after,p4_before,p4_after,p7_before,p7_after,speed
0,,,,21,0,1,0,0,0,0,0,0,0.0
1,,,,22,1,1,0,1,0,0,0,0,0.0
2,,,,23,1,1,1,0,0,0,0,0,0.0
3,12.5,39.736,,24,1,1,0,0,0,0,0,0,20.0
4,12.5,39.736,,25,1,1,0,0,0,0,0,0,20.0
5,12.5,39.736,,26,1,1,0,0,0,0,0,0,20.0
6,12.5,39.736,-13.0,27,1,1,0,0,0,0,0,0,10.0
7,17.5,39.736,-13.0,28,1,1,0,0,0,0,0,0,10.0
8,17.5,39.736,-21.25,29,1,1,0,0,0,1,0,0,20.0
9,17.5,39.736,-15.0,31,1,1,0,0,1,0,0,0,10.0
10,17.5,39.736,-13.0,33,1,1,0,0,0,0,0,0,10.0
11,17.5,41.545,-13.0,34,1,1,0,0,0,0,0,0,10.0
12,17.5,41.545,-17.5,35,1,1,0,0,0,0,0,0,10.0
13,17.5,41.545,-17.5,36,1,1,0,0,0,0,0,1,0.0
14,17.5,41.545,-17.5,38,1,1,0,0,0,0,1,0,0.0
15,17.5,41.545,-17.5,40,1,1,0,0,0,0,0,0,0.0
16,17.5,41.545,-17.5,41,1,1,0,0,0,0,0,1,0.0
17,17.5,41.545,-17.5,43,1,1,0,0,0,0,1,0,0.0
18,17.5,41.545,-13.0,45,1,1,0,0,0,0,0,0,10.0
19,17.5,40.263625,-13.0,46,1,1,0,0,0,0,0,0,10.0
20,17.5,40.263625,-21.25,47,1,1,0,0,0,0,0,0,10.0
21,17.5,40.263625,-13.0,48,1,1,0,0,0,0,0,0,10.0
22,17.5,41.545,-13.0,49,1,1,0,0,0,0,0,0,10.0
23,17.5,41.545,-17.5,50,1,1,0,0,0,0,0,0,10.0
24,17.5,41.545,-17.5,51,1,1,0,0,0,0,0,1,0.0
25,17.5,41.545,-17.5,53,1,1,0,0,0,0,1,0,0.0
26,17.5,41.545,-17.5,55,1,1,0,0,0,0,0,0,0.0
27,17.5,41.545,-17.5,56,1,1,0,0,0,0,0,1,0.0
28,17.5,41.545,-17.5,58,1,1,0,0,0,0,1,0,0.0
29,12.5,41.545,-17.5,60,1,1,0,0,0,0,0,0,20.0
30,12.5,39.736,-17.5,61,1,1,0,0,0,0,0,0,20.0
31,12.5,39.736,-3.0,62,1,1,0,0,0,0,0,0,10.0
32,7.5,39.736,-3.0,63,1,1,0,0,0,0,0,0,10.0
33,7.5,39.736,-11.25,64,1,1,0,0,0,1,0,0,20.0
34,7.5,39.736,-5.0,66,1,1,0,0,1,0,0,0,10.0
35,7.5,39.736,-3.0,68,1,1,0,0,0,0,0,0,10.0
36,7.5,41.545,-3.0,69,1,1,0,0,0,0,0,0,10.0
37,7.5,41.545,-7.5,70,1,1,0,0,0,0,0,0,10.0
38,7.5,41.545,-7.5,71,1,1,0,0,0,0,0,1,0.0
39,7.5,41.545,-7.5,73,1,1,0,0,0,0,1,0,0.0
40,7.5,41.545,-7.5,75,1,1,0,0,0,0,0,0,0.0
41,7.5,41.545,-7.5,76,1,1,0,0,0,0,0,1,0.0
42,7.5,41.545,-7.5,78,1,1,0,0,0,0,1,0,0.0
43,7.5,41.545,-3.0,80,1,1,0,0,0,0,0,0,10.0
44,7.5,40.263625,-3.0,81,1,1,0,0,0,0,0,0,10.0
45,7.5,40.263625,-11.25,82,1,1,0,0,0,0,0,0,10.0
46,7.5,40.263625,-3.0,83,1,1,0,0,0,0,0,0,10.0
47,7.5,41.545,-3.0,84,1,1,0,0,0,0,0,0,10.0
48,7.5,41.545,-7.5,85,1,1,0,0,0,0,0,0,10.0
49,7.5,41.545,-7.5,86,1,1,0,0,0,0,0,1,0.0
50,7.5,41.545,-7.5,88,1,1,0,0,0,0,1,0,0.0
51,7.5,41.545,-7.5,90,1,1,0,0,0,0,0,0,0.0
52,7.5,41.545,-7.5,91,1,1,0,0,0,0,0,1,0.0
53,7.5,41.545,-7.5,93,1,1,0,0,0,0,1,0,0.0
54,12.5,41.545,-7.5,95,1,1,0,0,0,0,0,0,20.0
55,12.5,45.942,-7.5,96,1,1,0,0,0,0,0,0,20.0
56,12.5,45.942,-13.0,97,1,1,0,0,0,0,0,0,10.0
57,17.5,45.942,-13.0,98,1,1,0,0,0,0,0,0,10.0
58,17.5,45.942,-21.25,99,1,1,0,0,0,1,0,0,20.0
59,17.5,45.942,-15.0,101,1,1,0,0,1,0,0,0,10.0
60,17.5,45.942,-13.0,103,1,1,0,0,0,0,0,0,10.0
61,17.5,47.751,-13.0,104,1,1,0,0,0,0,0,0,10.0
62,17.5,47.751,-17.5,105,1,1,0,0,0,0,0,0,10.0
63,17.5,47.751,-17.5,106,1,1,0,0,0,0,0,1,0.0
64,17.5,47.751,-17.5,108,1,1,0,0,0,0,1,0,0.0
65,17.5,47.751,-17.5,110,1,1,0,0,0,0,0,0,0.0
66,17.5,47.751,-17.5,111,1,1,0,0,0,0,0,1,0.0
67,17.5,47.751,-17.5,113,1,1,0,0,0,0,1,0,0.0
68,17.5,47.751,-13.0,115,1,1,0,0,0,0,0,0,10.0
69,17.5,46.469625,-13.0,116,1,1,0,0,0,0,0,0,10.0
70,17.5,46.469625,-21.25,117,1,1,0,0,0,0,0,0,10.0
71,17.5,46.469625,-13.0,118,1,1,0,0,0,0,0,0,10.0
72,17.5,47.751,-13.0,119,1,1,0,0,0,0,0,0,10.0
73,17.5,47.751,-17.5,120,1,1,0,0,0,0,0,0,10.0
74,17.5,47.751,-17.5,121,1,1,0,0,0,0,0,1,0.0
75,17.5,47.751,-17.5,123,1,1,0,0,0,0,1,0,0.0
76,17.5,47.751,-17.5,125,1,1,0,0,0,0,0,0,0.0
77,17.5,47.751,-17.5,126,1,1,0,0,0,0,0,1,0.0
78,17.5,47.751,-17.5,128,1,1,0,0,0,0,1,0,0.0
79,12.5,47.751,-17.5,130,1,1,0,0,0,0,0,0,20.0
80,12.5,45.942,-17.5,131,1,1,0,0,0,0,0,0,20.0
81,12.5,45.942,-3.0,132,1,1,0,0,0,0,0,0,10.0
82,7.5,45.942,-3.0,133,1,1,0,0,0,0,0,0,10.0
