,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,0,0,0,0.0
1,17.5,43.794,,0,1,0,0,20.0
2,17.5,43.794,,1,1,0,1,0.0
3,17.5,43.794,,1,1,1,0,0.0
4,17.5,43.794,-22.5,1,1,0,0,20.0
5,20.0,45.0,-22.5,1,1,0,1,20.0
6,5.0,45.0,-22.5,1,1,1,0,10.0
7,5.0,46.809,-22.5,1,1,0,0,10.0
8,12.5,46.809,-22.5,1,1,0,0,10.0
9,12.5,46.809,-22.5,1,1,0,0,0.0
10,20.0,46.809,-22.5,1,1,0,0,10.0
11,20.0,46.809,-22.04775,1,1,0,0,10.0
12,20.0,45.0,-22.04775,1,1,0,0,10.0
13,5.0,45.0,-22.04775,1,1,0,0,10.0
14,5.0,46.809,-22.04775,1,1,0,0,10.0
15,12.5,46.809,-22.04775,1,1,0,0,10.0
16,12.5,46.809,-22.04775,1,1,0,0,0.0
17,12.5,46.809,-20.0,1,1,0,0,20.0
18,20.0,46.809,-20.0,1,1,0,0,20.0
19,20.0,45.0,-20.0,1,1,0,0,20.0
20,20.0,45.0,-17.5,1,1,0,1,20.0
21,5.0,45.0,-17.5,1,1,1,0,10.0
22,5.0,46.809,-17.5,1,1,0,0,10.0
23,12.5,46.809,-17.5,1,1,0,0,10.0
24,12.5,46.809,-17.5,1,1,0,0,0.0
25,20.0,46.809,-17.5,1,1,0,0,10.0
26,20.0,46.809,-17.04775,1,1,0,0,10.0
27,20.0,45.0,-17.04775,1,1,0,0,10.0
28,5.0,45.0,-17.04775,1,1,0,0,10.0
29,5.0,46.809,-17.04775,1,1,0,0,10.0
30,12.5,46.809,-17.04775,1,1,0,0,10.0
31,12.5,46.809,-17.04775,1,1,0,0,0.0
32,12.5,46.809,-15.0,1,1,0,0,20.0
33,20.0,46.809,-15.0,1,1,0,0,20.0
34,20.0,45.0,-15.0,1,1,0,0,20.0
35,20.0,45.0,-12.5,1,1,0,1,20.0
36,5.0,45.0,-12.5,1,1,1,0,10.0
37,5.0,46.809,-12.5,1,1,0,0,10.0
38,12.5,46.809,-12.5,1,1,0,0,10.0
39,12.5,46.809,-12.5,1,1,0,0,0.0
40,20.0,46.809,-12.5,1,1,0,0,10.0
41,20.0,46.809,-12.04775,1,1,0,0,10.0
42,20.0,45.0,-12.04775,1,1,0,0,10.0
43,5.0,45.0,-12.04775,1,1,0,0,10.0
44,5.0,46.809,-12.04775,1,1,0,0,10.0
45,12.5,46.809,-12.04775,1,1,0,0,10.0
46,12.5,46.809,-12.04775,1,1,0,0,0.0
47,12.5,46.809,-10.0,1,1,0,0,20.0
48,20.0,46.809,-10.0,1,1,0,0,20.0
49,20.0,45.0,-10.0,1,1,0,0,20.0
50,20.0,45.0,-7.5,1,1,0,1,20.0
51,5.0,45.0,-7.5,1,1,1,0,10.0
52,5.0,46.809,-7.5,1,1,0,0,10.0
53,12.5,46.809,-7.5,1,1,0,0,10.0
54,12.5,46.809,-7.5,1,1,0,0,0.0
55,20.0,46.809,-7.5,1,1,0,0,10.0
56,20.0,46.809,-7.04775,1,1,0,0,10.0
57,20.0,45.0,-7.04775,1,1,0,0,10.0
58,5.0,45.0,-7.04775,1,1,0,0,10.0
59,5.0,46.809,-7.04775,1,1,0,0,10.0
60,12.5,46.809,-7.04775,1,1,0,0,10.0
61,12.5,46.809,-7.04775,1,1,0,0,0.0
62,12.5,46.809,-5.0,1,1,0,0,20.0
63,20.0,46.809,-5.0,1,1,0,0,20.0
64,20.0,45.0,-5.0,1,1,0,0,20.0
65,20.0,45.0,10.0,1,0,0,0,20.0
