,x,y,z,line,p11_before,p11_after,p0_before,p0_after,speed
0,,,,114,0,1,0,0,0.0
1,,,,116,1,1,0,1,0.0
2,,,,117,1,1,1,0,0.0
3,12.5,2.5,,118,1,1,0,0,10.0
4,12.5,2.5,-25.0,119,1,1,0,0,20.0
5,18.5,2.5,-25.0,120,1,1,0,0,10.0
6,18.5,2.5,-22.5,121,1,1,0,1,10.0
7,18.5,11.5,-22.5,123,1,1,1,1,10.0
8,18.5,12.5,-22.5,124,1,1,1,0,10.0
9,18.5,12.5,-20.691,126,1,1,0,0,10.0
10,18.5,7.5,-20.691,127,1,1,0,0,10.0
11,18.5,7.5,-20.691,128,1,1,0,0,0.0
12,18.5,2.5,-20.691,129,1,1,0,0,20.0
13,18.5,2.5,-22.1985,130,1,1,0,0,10.0
14,18.5,12.5,-22.1985,131,1,1,0,0,10.0
15,18.5,12.5,-20.691,132,1,1,0,0,20.0
16,18.5,7.5,-20.691,133,1,1,0,0,10.0
17,18.5,7.5,-20.691,134,1,1,0,0,0.0
18,18.5,2.5,-20.691,135,1,1,0,0,20.0
19,14.5,2.5,-20.691,136,1,1,0,0,10.0
20,14.5,2.5,-17.5,137,1,1,0,1,10.0
21,14.5,11.5,-17.5,139,1,1,1,1,10.0
22,14.5,12.5,-17.5,140,1,1,1,0,10.0
23,14.5,12.5,-15.691,142,1,1,0,0,10.0
24,14.5,7.5,-15.691,143,1,1,0,0,10.0
25,14.5,7.5,-15.691,144,1,1,0,0,0.0
26,14.5,2.5,-15.691,145,1,1,0,0,20.0
27,14.5,2.5,-17.1985,146,1,1,0,0,10.0
28,14.5,12.5,-17.1985,147,1,1,0,0,10.0
29,14.5,12.5,-15.691,148,1,1,0,0,20.0
30,14.5,7.5,-15.691,149,1,1,0,0,10.0
31,14.5,7.5,-15.691,150,1,1,0,0,0.0
32,14.5,2.5,-15.691,151,1,1,0,0,20.0
33,10.5,2.5,-15.691,152,1,1,0,0,10.0
34,10.5,2.5,-12.5,153,1,1,0,1,10.0
35,10.5,11.5,-12.5,155,1,1,1,1,10.0
36,10.5,12.5,-12.5,156,1,1,1,0,10.0
37,10.5,12.5,-10.691,158,1,1,0,0,10.0
38,10.5,7.5,-10.691,159,1,1,0,0,10.0
39,10.5,7.5,-10.691,160,1,1,0,0,0.0
40,10.5,2.5,-10.691,161,1,1,0,0,20.0
41,10.5,2.5,-12.1985,162,1,1,0,0,10.0
42,10.5,12.5,-12.1985,163,1,1,0,0,10.0
43,10.5,12.5,-10.691,164,1,1,0,0,20.0
44,10.5,7.5,-10.691,165,1,1,0,0,10.0
45,10.5,7.5,-10.691,166,1,1,0,0,0.0
46,10.5,2.5,-10.691,167,1,1,0,0,20.0
47,6.500000000000001,2.5,-10.691,168,1,1,0,0,10.0
48,6.500000000000001,2.5,-7.5,169,1,1,0,1,10.0
49,6.500000000000001,11.5,-7.5,171,1,1,1,1,10.0
50,6.500000000000001,12.5,-7.5,172,1,1,1,0,10.0
51,6.500000000000001,12.5,-5.691,174,1,1,0,0,10.0
52,6.500000000000001,7.5,-5.691,175,1,1,0,0,10.0
53,6.500000000000001,7.5,-5.691,176,1,1,0,0,0.0
54,6.500000000000001,2.5,-5.691,177,1,1,0,0,20.0
55,6.500000000000001,2.5,-7.1985,178,1,1,0,0,10.0
56,6.500000000000001,12.5,-7.1985,179,1,1,0,0,10.0
57,6.500000000000001,12.5,-5.691,180,1,1,0,0,20.0
58,6.500000000000001,7.5,-5.691,181,1,1,0,0,10.0
59,6.500000000000001,7.5,-5.691,182,1,1,0,0,0.0
60,6.500000000000001,2.5,-5.691,183,1,1,0,0,20.0
61,6.500000000000001,2.5,10.0,184,1,0,0,0,20.0
