,x,y,z,line,p3_before,p3_after,p0_before,p0_after,p4_before,p4_after,p7_before,p7_after,speed
0,,,,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20.0,23.502,,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2,20.0,23.502,,23,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,20.0,23.502,,24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,20.0,23.502,-22.5,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
5,20.0,23.502,-22.5,26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
6,20.0,23.587400000000002,-22.5,27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0
7,20.0,23.929,-22.5,29,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0
8,5.0,23.929,-22.5,30,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
9,3.0,23.929,-22.5,32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
10,3.0,26.944,-22.5,33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
11,12.5,26.944,-22.5,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
12,12.5,26.944,-22.5,35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,12.5,26.944,-22.5,37,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,12.5,26.944,-22.5,39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,12.5,26.944,-22.5,40,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,12.5,26.944,-22.5,42,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17,20.0,26.944,-22.5,44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
18,20.0,24.381249999999998,-22.5,45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
19,5.0,24.381249999999998,-22.5,46,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
20,3.0,24.381249999999998,-22.5,47,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
21,3.0,26.944,-22.5,48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
22,12.5,26.944,-22.5,49,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
23,12.5,26.944,-22.5,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,12.5,26.944,-22.5,52,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,12.5,26.944,-22.5,54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,12.5,26.944,-22.5,55,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,12.5,26.944,-22.5,57,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,12.5,26.944,-20.0,59,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
29,20.0,26.944,-20.0,60,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
30,20.0,26.944,-20.0,61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
31,20.0,26.944,-19.5,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0
32,20.0,26.944,-17.5,64,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0
33,5.0,26.944,-17.5,65,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
34,3.0,26.944,-17.5,67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
35,3.0,29.959,-17.5,68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
36,12.5,29.959,-17.5,69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
37,12.5,29.959,-17.5,70,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,12.5,29.959,-17.5,72,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,12.5,29.959,-17.5,74,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,12.5,29.959,-17.5,75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,12.5,29.959,-17.5,77,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,20.0,29.959,-17.5,79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
43,20.0,27.39625,-17.5,80,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
44,5.0,27.39625,-17.5,81,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
45,3.0,27.39625,-17.5,82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
46,3.0,29.959,-17.5,83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
47,12.5,29.959,-17.5,84,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
48,12.5,29.959,-17.5,85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,12.5,29.959,-17.5,87,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,12.5,29.959,-17.5,89,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,12.5,29.959,-17.5,90,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,12.5,29.959,-17.5,92,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,12.5,29.959,-15.0,94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
54,20.0,29.959,-15.0,95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
55,20.0,29.959,-15.0,96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
56,20.0,29.959000000000003,-14.499999999999998,97,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0
57,20.0,29.959,-12.5,99,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0
58,5.0,29.959,-12.5,100,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
59,3.0,29.959,-12.5,102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
60,3.0,32.974,-12.5,103,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
61,12.5,32.974,-12.5,104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
62,12.5,32.974,-12.5,105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,12.5,32.974,-12.5,107,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64,12.5,32.974,-12.5,109,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,12.5,32.974,-12.5,110,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66,12.5,32.974,-12.5,112,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,20.0,32.974,-12.5,114,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
68,20.0,30.411249999999995,-12.5,115,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
69,5.0,30.411249999999995,-12.5,116,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
70,3.0,30.411249999999995,-12.5,117,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
71,3.0,32.974,-12.5,118,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
72,12.5,32.974,-12.5,119,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
