,x,y,z,line,p11_before,p11_after,p8_before,p8_after,p0_before,p0_after,p2_before,p2_after,speed
0,,,,21,0,0,0,0,0,0,0,0,0.0
1,17.5,26.09,,21,0,1,0,0,0,0,0,0,20.0
2,17.5,26.09,,23,1,1,0,1,0,0,0,0,0.0
3,17.5,26.09,,24,1,1,1,0,0,0,0,0,0.0
4,17.5,26.09,-22.5,25,1,1,0,0,0,0,0,0,20.0
5,20.0,26.517,-22.5,26,1,1,0,0,0,1,0,0,20.0
6,5.0,26.517,-22.5,28,1,1,0,0,1,0,0,0,10.0
7,3.0,26.517,-22.5,30,1,1,0,0,0,0,0,0,10.0
8,3.0,28.326,-22.5,31,1,1,0,0,0,0,0,0,10.0
9,12.5,28.326,-22.5,32,1,1,0,0,0,0,0,0,10.0
10,12.5,28.326,-22.5,33,1,1,0,0,0,0,0,1,0.0
11,12.5,28.326,-22.5,35,1,1,0,0,0,0,1,0,0.0
12,12.5,28.326,-22.5,37,1,1,0,0,0,0,0,0,0.0
13,12.5,28.326,-22.5,38,1,1,0,0,0,0,0,1,0.0
14,12.5,28.326,-22.5,40,1,1,0,0,0,0,1,0,0.0
15,20.0,28.326,-22.5,42,1,1,0,0,0,0,0,0,10.0
16,20.0,26.96925,-22.5,43,1,1,0,0,0,0,0,0,10.0
17,3.0,26.96925,-22.5,44,1,1,0,0,0,0,0,0,10.0
18,3.0,28.326,-22.5,45,1,1,0,0,0,0,0,0,10.0
19,12.5,28.326,-22.5,46,1,1,0,0,0,0,0,0,10.0
20,12.5,28.326,-22.5,47,1,1,0,0,0,0,0,1,0.0
21,12.5,28.326,-22.5,49,1,1,0,0,0,0,1,0,0.0
22,12.5,28.326,-22.5,51,1,1,0,0,0,0,0,0,0.0
23,12.5,28.326,-22.5,52,1,1,0,0,0,0,0,1,0.0
24,12.5,28.326,-22.5,54,1,1,0,0,0,0,1,0,0.0
25,12.5,28.326,-20.0,56,1,1,0,0,0,0,0,0,20.0
26,20.0,28.326,-20.0,57,1,1,0,0,0,0,0,0,20.0
27,20.0,29.532,-17.5,58,1,1,0,0,0,1,0,0,20.0
28,5.0,29.532,-17.5,60,1,1,0,0,1,0,0,0,10.0
29,3.0,29.532,-17.5,62,1,1,0,0,0,0,0,0,10.0
30,3.0,31.340999999999998,-17.5,63,1,1,0,0,0,0,0,0,10.0
31,12.5,31.340999999999998,-17.5,64,1,1,0,0,0,0,0,0,10.0
32,12.5,31.340999999999998,-17.5,65,1,1,0,0,0,0,0,1,0.0
