,x,y,z,line,p11_before,p11_after,p8_before,p8_after,p0_before,p0_after,p2_before,p2_after,speed
0,,,,21,0,0,0,0,0,0,0,0,0.0
1,17.5,14.633,,21,0,1,0,0,0,0,0,0,20.0
2,17.5,14.633,,23,1,1,0,1,0,0,0,0,0.0
3,17.5,14.633,,24,1,1,1,0,0,0,0,0,0.0
4,17.5,14.633,-22.5,25,1,1,0,0,0,0,0,0,20.0
5,20.0,15.059999999999997,-22.5,26,1,1,0,0,0,1,0,0,20.0
6,5.0,15.059999999999997,-22.5,28,1,1,0,0,1,0,0,0,10.0
7,3.0,15.059999999999997,-22.5,30,1,1,0,0,0,0,0,0,10.0
8,3.0,16.869,-22.5,31,1,1,0,0,0,0,0,0,10.0
9,12.5,16.869,-22.5,32,1,1,0,0,0,0,0,0,10.0
10,12.5,16.869,-22.5,33,1,1,0,0,0,0,0,1,0.0
11,12.5,16.869,-22.5,35,1,1,0,0,0,0,1,0,0.0
12,12.5,16.869,-22.5,37,1,1,0,0,0,0,0,0,0.0
13,12.5,16.869,-22.5,38,1,1,0,0,0,0,0,1,0.0
14,12.5,16.869,-22.5,40,1,1,0,0,0,0,1,0,0.0
15,20.0,16.869,-22.5,42,1,1,0,0,0,0,0,0,10.0
16,20.0,16.869,-22.123125,43,1,1,0,0,0,0,0,0,10.0
17,20.0,15.059999999999997,-22.123125,44,1,1,0,0,0,0,0,0,10.0
18,5.0,15.059999999999997,-22.123125,45,1,1,0,0,0,0,0,0,10.0
19,5.0,16.869,-22.123125,46,1,1,0,0,0,0,0,0,10.0
20,12.5,16.869,-22.5,47,1,1,0,0,0,0,0,0,10.0
21,12.5,16.869,-22.5,48,1,1,0,0,0,0,0,1,0.0
22,12.5,16.869,-22.5,50,1,1,0,0,0,0,1,0,0.0
23,12.5,16.869,-22.5,52,1,1,0,0,0,0,0,0,0.0
24,12.5,16.869,-22.5,53,1,1,0,0,0,0,0,1,0.0
25,12.5,16.869,-22.5,55,1,1,0,0,0,0,1,0,0.0
26,12.5,16.869,-20.0,57,1,1,0,0,0,0,0,0,20.0
27,20.0,16.869,-20.0,58,1,1,0,0,0,0,0,0,20.0
28,20.0,18.075,-17.5,59,1,1,0,0,0,1,0,0,20.0
29,5.0,18.075,-17.5,61,1,1,0,0,1,0,0,0,10.0
30,3.0,18.075,-17.5,63,1,1,0,0,0,0,0,0,10.0
31,3.0,19.884,-17.5,64,1,1,0,0,0,0,0,0,10.0
32,12.5,19.884,-17.5,65,1,1,0,0,0,0,0,0,10.0
33,12.5,19.884,-17.5,66,1,1,0,0,0,0,0,1,0.0
34,12.5,19.884,-17.5,68,1,1,0,0,0,0,1,0,0.0
35,12.5,19.884,-17.5,70,1,1,0,0,0,0,0,0,0.0
36,12.5,19.884,-17.5,71,1,1,0,0,0,0,0,1,0.0
37,12.5,19.884,-17.5,73,1,1,0,0,0,0,1,0,0.0
38,20.0,19.884,-17.5,75,1,1,0,0,0,0,0,0,10.0
39,20.0,19.884,-17.123125,76,1,1,0,0,0,0,0,0,10.0
40,20.0,18.075,-17.123125,77,1,1,0,0,0,0,0,0,10.0
41,5.0,18.075,-17.123125,78,1,1,0,0,0,0,0,0,10.0
42,5.0,19.884,-17.123125,79,1,1,0,0,0,0,0,0,10.0
43,12.5,19.884,-17.5,80,1,1,0,0,0,0,0,0,10.0
44,12.5,19.884,-17.5,81,1,1,0,0,0,0,0,1,0.0
45,12.5,19.884,-17.5,83,1,1,0,0,0,0,1,0,0.0
46,12.5,19.884,-17.5,85,1,1,0,0,0,0,0,0,0.0
47,12.5,19.884,-17.5,86,1,1,0,0,0,0,0,1,0.0
48,12.5,19.884,-17.5,88,1,1,0,0,0,0,1,0,0.0
49,12.5,19.884,-15.0,90,1,1,0,0,0,0,0,0,20.0
50,20.0,19.884,-15.0,91,1,1,0,0,0,0,0,0,20.0
51,20.0,21.09,-12.5,92,1,1,0,0,0,1,0,0,20.0
52,5.0,21.09,-12.5,94,1,1,0,0,1,0,0,0,10.0
53,3.0,21.09,-12.5,96,1,1,0,0,0,0,0,0,10.0
54,3.0,22.899,-12.5,97,1,1,0,0,0,0,0,0,10.0
55,12.5,22.899,-12.5,98,1,1,0,0,0,0,0,0,10.0
56,12.5,22.899,-12.5,99,1,1,0,0,0,0,0,1,0.0
57,12.5,22.899,-12.5,101,1,1,0,0,0,0,1,0,0.0
58,12.5,22.899,-12.5,103,1,1,0,0,0,0,0,0,0.0
59,12.5,22.899,-12.5,104,1,1,0,0,0,0,0,1,0.0
60,12.5,22.899,-12.5,106,1,1,0,0,0,0,1,0,0.0
61,20.0,22.899,-12.5,108,1,1,0,0,0,0,0,0,10.0
