,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,1,0.0
2,,,,1,1,1,0,0.0
3,15.0,2.4,,1,1,0,0,20.0
4,15.0,2.4,-12.5,1,1,0,0,10.0
5,15.0,2.5,-12.5,1,1,0,1,20.0
6,15.0,12.5,-12.5,1,1,1,1,10.0
7,15.3015,12.5,-12.5,1,1,1,1,10.0
8,15.3015,2.5,-12.5,1,1,1,1,10.0
9,17.5,2.5,-12.5,1,1,1,1,10.0
10,17.5,12.5,-12.5,1,1,1,1,10.0
11,17.8015,12.5,-12.5,1,1,1,1,10.0
12,17.8015,2.5,-12.5,1,1,1,1,10.0
13,20.0,2.5,-12.5,1,1,1,1,10.0
14,20.0,12.5,-12.5,1,1,1,1,10.0
15,20.3015,12.5,-12.5,1,1,1,1,10.0
16,20.3015,2.5,-12.5,1,1,1,0,10.0
17,20.3015,2.5,-12.1985,1,1,0,0,10.0
18,22.5,3.65,-12.1985,1,1,0,0,20.0
19,22.5,3.65,-12.1985,1,1,0,0,10.0
20,22.5,3.75,-12.1985,1,1,0,1,20.0
21,13.75,3.75,-12.1985,1,1,1,1,10.0
22,13.75,6.25,-12.1985,1,1,1,1,10.0
23,22.5,6.25,-12.1985,1,1,1,1,10.0
24,22.5,8.75,-12.1985,1,1,1,1,10.0
25,13.75,8.75,-12.1985,1,1,1,1,10.0
26,13.75,11.25,-12.1985,1,1,1,1,10.0
27,22.5,11.25,-12.1985,1,1,1,0,10.0
28,22.5,11.25,10.0,1,0,0,0,20.0
