,x,y,z,p11_before,p11_after,p1_before,p1_after,p0_before,p0_after,speed
0,10.0,49.9,,0,0,0,0,0,0,20.0
1,10.0,49.9,-12.5,0,0,0,0,0,0,10.0
2,10.0,50.0,-12.5,0,0,0,0,0,1,20.0
3,10.0,60.0,-12.5,0,0,0,0,1,1,10.0
4,9.397,60.0,-12.5,0,0,0,0,1,1,10.0
5,9.397,50.0,-12.5,0,0,0,0,1,1,10.0
6,7.5,50.0,-12.5,0,0,0,0,1,1,10.0
7,7.5,60.0,-12.5,0,0,0,0,1,1,10.0
8,6.897,60.0,-12.5,0,0,0,0,1,1,10.0
9,6.897,50.0,-12.5,0,0,0,0,1,1,10.0
10,5.0,50.0,-12.5,0,0,0,0,1,1,10.0
11,5.0,60.0,-12.5,0,0,0,0,1,1,10.0
12,4.397,60.0,-12.5,0,0,0,0,1,1,10.0
13,4.397,50.0,-12.5,0,0,0,0,1,0,10.0
14,4.397,50.0,-10.0,0,0,0,0,0,0,20.0
15,8.794,50.0,-10.0,0,0,0,0,0,0,20.0
16,8.794,51.25,-10.0,0,0,0,0,0,0,20.0
17,8.794,51.25,-15.0,0,0,0,0,0,1,20.0
18,8.794,51.25,-10.0,0,0,0,0,1,0,10.0
19,8.794,53.75,-10.0,0,0,0,0,0,0,20.0
20,8.794,53.75,-15.0,0,0,0,0,0,1,20.0
21,8.794,53.75,-10.0,0,0,0,0,1,0,10.0
22,8.794,56.25,-10.0,0,0,0,0,0,0,20.0
23,8.794,56.25,-15.0,0,0,0,0,0,1,20.0
24,8.794,56.25,-10.0,0,0,0,0,1,0,10.0
25,8.794,58.75,-10.0,0,0,0,0,0,0,20.0
26,8.794,58.75,-15.0,0,0,0,0,0,1,20.0
27,8.794,58.75,-10.0,0,0,0,0,1,0,10.0
28,8.794,58.75,-10.0,0,0,0,0,0,0,20.0
29,6.2940000000000005,58.75,-10.0,0,0,0,0,0,0,20.0
30,6.2940000000000005,51.25,-10.0,0,0,0,0,0,0,20.0
31,6.2940000000000005,51.25,-15.0,0,0,0,0,0,1,20.0
32,6.2940000000000005,51.25,-10.0,0,0,0,0,1,0,10.0
33,6.2940000000000005,53.75,-10.0,0,0,0,0,0,0,20.0
34,6.2940000000000005,53.75,-15.0,0,0,0,0,0,1,20.0
35,6.2940000000000005,53.75,-10.0,0,0,0,0,1,0,10.0
36,6.2940000000000005,56.25,-10.0,0,0,0,0,0,0,20.0
37,6.2940000000000005,56.25,-15.0,0,0,0,0,0,1,20.0
38,6.2940000000000005,56.25,-10.0,0,0,0,0,1,0,10.0
39,6.2940000000000005,58.75,-10.0,0,0,0,0,0,0,20.0
40,6.2940000000000005,58.75,-15.0,0,0,0,0,0,1,20.0
41,6.2940000000000005,58.75,-10.0,0,0,0,0,1,0,10.0
42,6.2940000000000005,58.75,-10.0,0,0,0,0,0,0,20.0
43,3.7940000000000005,58.75,-10.0,0,0,0,0,0,0,20.0
44,3.7940000000000005,51.25,-10.0,0,0,0,0,0,0,20.0
45,3.7940000000000005,51.25,-15.0,0,0,0,0,0,1,20.0
46,3.7940000000000005,51.25,-10.0,0,0,0,0,1,0,10.0
47,3.7940000000000005,53.75,-10.0,0,0,0,0,0,0,20.0
48,3.7940000000000005,53.75,-15.0,0,0,0,0,0,1,20.0
49,3.7940000000000005,53.75,-10.0,0,0,0,0,1,0,10.0
50,3.7940000000000005,56.25,-10.0,0,0,0,0,0,0,20.0
51,3.7940000000000005,56.25,-15.0,0,0,0,0,0,1,20.0
52,3.7940000000000005,56.25,-10.0,0,0,0,0,1,0,10.0
53,3.7940000000000005,58.75,-10.0,0,0,0,0,0,0,20.0
54,3.7940000000000005,58.75,-15.0,0,0,0,0,0,1,20.0
55,3.7940000000000005,58.75,-10.0,0,0,0,0,1,0,10.0
56,3.7940000000000005,58.75,10.0,0,0,0,0,0,0,20.0
