,x,y,z,p2_before,p2_after,speed
0,,,,0,0,10.0
1,,,,0,0,20.0
2,,,-12.5,0,0,10.0
3,0.0,0.0,-12.5,0,0,10.0
4,0.0,0.0,-12.5,0,1,0.0
5,0.0,0.0,-12.5,1,0,0.0
6,20.0,0.0,-12.5,0,0,10.0
7,20.0,2.5,-12.5,0,0,10.0
8,20.0,2.5,-12.5,0,0,10.0
9,20.0,2.5,-12.5,0,1,0.0
10,20.0,2.5,-12.5,1,0,0.0
11,20.0,6.5,-12.5,0,0,10.0
12,20.0,6.5,-12.5,0,0,10.0
13,20.0,6.5,-12.5,0,1,0.0
14,20.0,6.5,-12.5,1,0,0.0
15,20.0,10.5,-12.5,0,0,10.0
16,20.0,10.5,-12.5,0,0,10.0
17,20.0,10.5,-12.5,0,1,0.0
18,20.0,10.5,-12.5,1,0,0.0
19,15.0,10.5,-12.5,0,0,10.0
20,15.0,2.5,-12.5,0,0,10.0
21,15.0,2.5,-12.5,0,0,10.0
22,15.0,2.5,-12.5,0,1,0.0
23,15.0,2.5,-12.5,1,0,0.0
24,15.0,6.5,-12.5,0,0,10.0
25,15.0,6.5,-12.5,0,0,10.0
26,15.0,6.5,-12.5,0,1,0.0
27,15.0,6.5,-12.5,1,0,0.0
28,15.0,10.5,-12.5,0,0,10.0
29,15.0,10.5,-12.5,0,0,10.0
30,15.0,10.5,-12.5,0,1,0.0
31,15.0,10.5,-12.5,1,0,0.0
32,10.0,10.5,-12.5,0,0,10.0
33,10.0,2.5,-12.5,0,0,10.0
34,10.0,2.5,-12.5,0,0,10.0
35,10.0,2.5,-12.5,0,1,0.0
36,10.0,2.5,-12.5,1,0,0.0
37,10.0,6.5,-12.5,0,0,10.0
38,10.0,6.5,-12.5,0,0,10.0
39,10.0,6.5,-12.5,0,1,0.0
40,10.0,6.5,-12.5,1,0,0.0
41,10.0,10.5,-12.5,0,0,10.0
42,10.0,10.5,-12.5,0,0,10.0
43,10.0,10.5,-12.5,0,1,0.0
44,10.0,10.5,-12.5,1,0,0.0
45,5.0,10.5,-12.5,0,0,10.0
46,5.0,2.5,-12.5,0,0,10.0
47,5.0,2.5,-12.5,0,0,10.0
48,5.0,2.5,-12.5,0,1,0.0
49,5.0,2.5,-12.5,1,0,0.0
50,5.0,6.5,-12.5,0,0,10.0
51,5.0,6.5,-12.5,0,0,10.0
52,5.0,6.5,-12.5,0,1,0.0
53,5.0,6.5,-12.5,1,0,0.0
54,5.0,10.5,-12.5,0,0,10.0
55,5.0,10.5,-12.5,0,0,10.0
56,5.0,10.5,-12.5,0,1,0.0
57,5.0,10.5,-12.5,1,0,0.0
58,20.0,10.5,-12.5,0,0,10.0
59,20.0,14.375,-12.5,0,0,10.0
60,20.0,14.375,-12.5,0,0,10.0
61,20.0,14.375,-12.5,0,1,0.0
62,20.0,14.375,-12.5,1,0,0.0
63,20.0,18.375,-12.5,0,0,10.0
64,20.0,18.375,-12.5,0,0,10.0
65,20.0,18.375,-12.5,0,1,0.0
66,20.0,18.375,-12.5,1,0,0.0
67,20.0,22.375,-12.5,0,0,10.0
68,20.0,22.375,-12.5,0,0,10.0
69,20.0,22.375,-12.5,0,1,0.0
70,20.0,22.375,-12.5,1,0,0.0
71,15.0,22.375,-12.5,0,0,10.0
72,15.0,14.375,-12.5,0,0,10.0
73,15.0,14.375,-12.5,0,0,10.0
74,15.0,14.375,-12.5,0,1,0.0
75,15.0,14.375,-12.5,1,0,0.0
76,15.0,18.375,-12.5,0,0,10.0
77,15.0,18.375,-12.5,0,0,10.0
78,15.0,18.375,-12.5,0,1,0.0
79,15.0,18.375,-12.5,1,0,0.0
80,15.0,22.375,-12.5,0,0,10.0
81,15.0,22.375,-12.5,0,0,10.0
82,15.0,22.375,-12.5,0,1,0.0
83,15.0,22.375,-12.5,1,0,0.0
84,10.0,22.375,-12.5,0,0,10.0
85,10.0,14.375,-12.5,0,0,10.0
86,10.0,14.375,-12.5,0,0,10.0
