,x,y,z,p2_before,p2_after,speed
87,10.0,14.375,-12.5,0,1,0.0
88,10.0,14.375,-12.5,1,0,0.0
89,10.0,18.375,-12.5,0,0,10.0
90,10.0,18.375,-12.5,0,0,10.0
91,10.0,18.375,-12.5,0,1,0.0
92,10.0,18.375,-12.5,1,0,0.0
93,10.0,22.375,-12.5,0,0,10.0
94,10.0,22.375,-12.5,0,0,10.0
95,10.0,22.375,-12.5,0,1,0.0
96,10.0,22.375,-12.5,1,0,0.0
97,5.0,22.375,-12.5,0,0,10.0
98,5.0,14.375,-12.5,0,0,10.0
99,5.0,14.375,-12.5,0,0,10.0
100,5.0,14.375,-12.5,0,1,0.0
101,5.0,14.375,-12.5,1,0,0.0
102,5.0,18.375,-12.5,0,0,10.0
103,5.0,18.375,-12.5,0,0,10.0
104,5.0,18.375,-12.5,0,1,0.0
105,5.0,18.375,-12.5,1,0,0.0
106,5.0,22.375,-12.5,0,0,10.0
107,5.0,22.375,-12.5,0,0,10.0
108,5.0,22.375,-12.5,0,1,0.0
109,5.0,22.375,-12.5,1,0,0.0
110,20.0,22.375,-12.5,0,0,10.0
111,20.0,26.25,-12.5,0,0,10.0
112,20.0,26.25,-12.5,0,0,10.0
113,20.0,26.25,-12.5,0,1,0.0
114,20.0,26.25,-12.5,1,0,0.0
115,20.0,30.25,-12.5,0,0,10.0
116,20.0,30.25,-12.5,0,0,10.0
117,20.0,30.25,-12.5,0,1,0.0
118,20.0,30.25,-12.5,1,0,0.0
119,20.0,34.25,-12.5,0,0,10.0
120,20.0,34.25,-12.5,0,0,10.0
121,20.0,34.25,-12.5,0,1,0.0
122,20.0,34.25,-12.5,1,0,0.0
123,15.0,34.25,-12.5,0,0,10.0
124,15.0,26.25,-12.5,0,0,10.0
125,15.0,26.25,-12.5,0,0,10.0
126,15.0,26.25,-12.5,0,1,0.0
127,15.0,26.25,-12.5,1,0,0.0
128,15.0,30.25,-12.5,0,0,10.0
129,15.0,30.25,-12.5,0,0,10.0
130,15.0,30.25,-12.5,0,1,0.0
131,15.0,30.25,-12.5,1,0,0.0
132,15.0,34.25,-12.5,0,0,10.0
133,15.0,34.25,-12.5,0,0,10.0
134,15.0,34.25,-12.5,0,1,0.0
135,15.0,34.25,-12.5,1,0,0.0
136,10.0,34.25,-12.5,0,0,10.0
137,10.0,26.25,-12.5,0,0,10.0
138,10.0,26.25,-12.5,0,0,10.0
139,10.0,26.25,-12.5,0,1,0.0
140,10.0,26.25,-12.5,1,0,0.0
141,10.0,30.25,-12.5,0,0,10.0
142,10.0,30.25,-12.5,0,0,10.0
143,10.0,30.25,-12.5,0,1,0.0
144,10.0,30.25,-12.5,1,0,0.0
145,10.0,34.25,-12.5,0,0,10.0
146,10.0,34.25,-12.5,0,0,10.0
147,10.0,34.25,-12.5,0,1,0.0
148,10.0,34.25,-12.5,1,0,0.0
149,5.0,34.25,-12.5,0,0,10.0
150,5.0,26.25,-12.5,0,0,10.0
151,5.0,26.25,-12.5,0,0,10.0
152,5.0,26.25,-12.5,0,1,0.0
153,5.0,26.25,-12.5,1,0,0.0
154,5.0,30.25,-12.5,0,0,10.0
155,5.0,30.25,-12.5,0,0,10.0
156,5.0,30.25,-12.5,0,1,0.0
157,5.0,30.25,-12.5,1,0,0.0
158,5.0,34.25,-12.5,0,0,10.0
159,5.0,34.25,-12.5,0,0,10.0
160,5.0,34.25,-12.5,0,1,0.0
161,5.0,34.25,-12.5,1,0,0.0
162,20.0,34.25,-12.5,0,0,10.0
163,20.0,38.125,-12.5,0,0,10.0
164,20.0,38.125,-12.5,0,0,10.0
165,20.0,38.125,-12.5,0,1,0.0
166,20.0,38.125,-12.5,1,0,0.0
167,20.0,42.125,-12.5,0,0,10.0
168,20.0,42.125,-12.5,0,0,10.0
169,20.0,42.125,-12.5,0,1,0.0
170,20.0,42.125,-12.5,1,0,0.0
171,20.0,46.125,-12.5,0,0,10.0
172,20.0,46.125,-12.5,0,0,10.0
173,20.0,46.125,-12.5,0,1,0.0
174,20.0,46.125,-12.5,1,0,0.0
175,15.0,46.125,-12.5,0,0,10.0
176,15.0,38.125,-12.5,0,0,10.0
177,15.0,38.125,-12.5,0,0,10.0
178,15.0,38.125,-12.5,0,1,0.0
179,15.0,38.125,-12.5,1,0,0.0
180,15.0,42.125,-12.5,0,0,10.0
181,15.0,42.125,-12.5,0,0,10.0
182,15.0,42.125,-12.5,0,1,0.0
183,15.0,42.125,-12.5,1,0,0.0
184,15.0,46.125,-12.5,0,0,10.0
185,15.0,46.125,-12.5,0,0,10.0
186,15.0,46.125,-12.5,0,1,0.0
187,15.0,46.125,-12.5,1,0,0.0
188,10.0,46.125,-12.5,0,0,10.0
189,10.0,38.125,-12.5,0,0,10.0
190,10.0,38.125,-12.5,0,0,10.0
191,10.0,38.125,-12.5,0,1,0.0
192,10.0,38.125,-12.5,1,0,0.0
193,10.0,42.125,-12.5,0,0,10.0
194,10.0,42.125,-12.5,0,0,10.0
195,10.0,42.125,-12.5,0,1,0.0
196,10.0,42.125,-12.5,1,0,0.0
197,10.0,46.125,-12.5,0,0,10.0
198,10.0,46.125,-12.5,0,0,10.0
199,10.0,46.125,-12.5,0,1,0.0
200,10.0,46.125,-12.5,1,0,0.0
201,5.0,46.125,-12.5,0,0,10.0
202,5.0,38.125,-12.5,0,0,10.0
203,5.0,38.125,-12.5,0,0,10.0
204,5.0,38.125,-12.5,0,1,0.0
205,5.0,38.125,-12.5,1,0,0.0
206,5.0,42.125,-12.5,0,0,10.0
207,5.0,42.125,-12.5,0,0,10.0
208,5.0,42.125,-12.5,0,1,0.0
209,5.0,42.125,-12.5,1,0,0.0
210,5.0,46.125,-12.5,0,0,10.0
211,5.0,46.125,-12.5,0,0,10.0
212,5.0,46.125,-12.5,0,1,0.0
213,5.0,46.125,-12.5,1,0,0.0
214,20.0,46.125,-12.5,0,0,10.0
215,20.0,50.0,-12.5,0,0,10.0
216,20.0,50.0,-12.5,0,0,10.0
217,20.0,50.0,-12.5,0,1,0.0
218,20.0,50.0,-12.5,1,0,0.0
219,20.0,54.0,-12.5,0,0,10.0
220,20.0,54.0,-12.5,0,0,10.0
221,20.0,54.0,-12.5,0,1,0.0
222,20.0,54.0,-12.5,1,0,0.0
223,20.0,58.0,-12.5,0,0,10.0
224,20.0,58.0,-12.5,0,0,10.0
225,20.0,58.0,-12.5,0,1,0.0
226,20.0,58.0,-12.5,1,0,0.0
227,15.0,58.0,-12.5,0,0,10.0
228,15.0,50.0,-12.5,0,0,10.0
229,15.0,50.0,-12.5,0,0,10.0
230,15.0,50.0,-12.5,0,1,0.0
231,15.0,50.0,-12.5,1,0,0.0
232,15.0,54.0,-12.5,0,0,10.0
233,15.0,54.0,-12.5,0,0,10.0
234,15.0,54.0,-12.5,0,1,0.0
235,15.0,54.0,-12.5,1,0,0.0
236,15.0,58.0,-12.5,0,0,10.0
237,15.0,58.0,-12.5,0,0,10.0
238,15.0,58.0,-12.5,0,1,0.0
239,15.0,58.0,-12.5,1,0,0.0
240,10.0,58.0,-12.5,0,0,10.0
241,10.0,50.0,-12.5,0,0,10.0
242,10.0,50.0,-12.5,0,0,10.0
243,10.0,50.0,-12.5,0,1,0.0
244,10.0,50.0,-12.5,1,0,0.0
245,10.0,54.0,-12.5,0,0,10.0
246,10.0,54.0,-12.5,0,0,10.0
247,10.0,54.0,-12.5,0,1,0.0
248,10.0,54.0,-12.5,1,0,0.0
249,10.0,58.0,-12.5,0,0,10.0
250,10.0,58.0,-12.5,0,0,10.0
251,10.0,58.0,-12.5,0,1,0.0
252,10.0,58.0,-12.5,1,0,0.0
253,5.0,58.0,-12.5,0,0,10.0
254,5.0,50.0,-12.5,0,0,10.0
255,5.0,50.0,-12.5,0,0,10.0
256,5.0,50.0,-12.5,0,1,0.0
257,5.0,50.0,-12.5,1,0,0.0
258,5.0,54.0,-12.5,0,0,10.0
259,5.0,54.0,-12.5,0,0,10.0
260,5.0,54.0,-12.5,0,1,0.0
261,5.0,54.0,-12.5,1,0,0.0
262,5.0,58.0,-12.5,0,0,10.0
263,5.0,58.0,-12.5,0,0,10.0
264,5.0,58.0,-12.5,0,1,0.0
265,5.0,58.0,-12.5,1,0,0.0
266,20.0,58.0,-12.5,0,0,10.0
267,20.0,61.875,-12.5,0,0,10.0
268,20.0,61.875,-12.5,0,0,10.0
269,20.0,61.875,-12.5,0,1,0.0
270,20.0,61.875,-12.5,1,0,0.0
271,20.0,65.875,-12.5,0,0,10.0
272,20.0,65.875,-12.5,0,0,10.0
273,20.0,65.875,-12.5,0,1,0.0
274,20.0,65.875,-12.5,1,0,0.0
275,20.0,69.875,-12.5,0,0,10.0
276,20.0,69.875,-12.5,0,0,10.0
277,20.0,69.875,-12.5,0,1,0.0
278,20.0,69.875,-12.5,1,0,0.0
279,15.0,69.875,-12.5,0,0,10.0
280,15.0,61.875,-12.5,0,0,10.0
281,15.0,61.875,-12.5,0,0,10.0
282,15.0,61.875,-12.5,0,1,0.0
283,15.0,61.875,-12.5,1,0,0.0
284,15.0,65.875,-12.5,0,0,10.0
285,15.0,65.875,-12.5,0,0,10.0
286,15.0,65.875,-12.5,0,1,0.0
287,15.0,65.875,-12.5,1,0,0.0
288,15.0,69.875,-12.5,0,0,10.0
289,15.0,69.875,-12.5,0,0,10.0
290,15.0,69.875,-12.5,0,1,0.0
291,15.0,69.875,-12.5,1,0,0.0
292,10.0,69.875,-12.5,0,0,10.0
293,10.0,61.875,-12.5,0,0,10.0
294,10.0,61.875,-12.5,0,0,10.0
295,10.0,61.875,-12.5,0,1,0.0
296,10.0,61.875,-12.5,1,0,0.0
297,10.0,65.875,-12.5,0,0,10.0
298,10.0,65.875,-12.5,0,0,10.0
299,10.0,65.875,-12.5,0,1,0.0
300,10.0,65.875,-12.5,1,0,0.0
301,10.0,69.875,-12.5,0,0,10.0
302,10.0,69.875,-12.5,0,0,10.0
303,10.0,69.875,-12.5,0,1,0.0
304,10.0,69.875,-12.5,1,0,0.0
305,5.0,69.875,-12.5,0,0,10.0
306,5.0,61.875,-12.5,0,0,10.0
307,5.0,61.875,-12.5,0,0,10.0
308,5.0,61.875,-12.5,0,1,0.0
309,5.0,61.875,-12.5,1,0,0.0
310,5.0,65.875,-12.5,0,0,10.0
311,5.0,65.875,-12.5,0,0,10.0
312,5.0,65.875,-12.5,0,1,0.0
313,5.0,65.875,-12.5,1,0,0.0
314,5.0,69.875,-12.5,0,0,10.0
315,5.0,69.875,-12.5,0,0,10.0
316,5.0,69.875,-12.5,0,1,0.0
317,5.0,69.875,-12.5,1,0,0.0
318,5.0,69.875,10.0,0,0,20.0
319,5.0,180.0,10.0,0,0,20.0
320,30.0,180.0,10.0,0,0,20.0
