,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,1,0.0
2,,,,1,1,1,0,0.0
3,15.0,26.15,,1,1,0,0,20.0
4,15.0,26.15,-12.5,1,1,0,0,10.0
5,15.0,26.25,-12.5,1,1,0,1,20.0
6,15.0,36.25,-12.5,1,1,1,1,10.0
7,15.45225,36.25,-12.5,1,1,1,1,10.0
8,15.45225,26.25,-12.5,1,1,1,1,10.0
9,17.5,26.25,-12.5,1,1,1,1,10.0
10,17.5,36.25,-12.5,1,1,1,1,10.0
11,17.95225,36.25,-12.5,1,1,1,1,10.0
12,17.95225,26.25,-12.5,1,1,1,1,10.0
13,20.0,26.25,-12.5,1,1,1,1,10.0
14,20.0,36.25,-12.5,1,1,1,1,10.0
15,20.45225,36.25,-12.5,1,1,1,1,10.0
16,20.45225,26.25,-12.5,1,1,1,0,10.0
17,20.45225,26.25,-12.04775,1,1,0,0,10.0
18,22.5,27.4,-12.04775,1,1,0,0,20.0
19,22.5,27.4,-12.04775,1,1,0,0,10.0
20,22.5,27.5,-12.04775,1,1,0,1,20.0
21,13.75,27.5,-12.04775,1,1,1,1,10.0
22,13.75,30.0,-12.04775,1,1,1,1,10.0
23,22.5,30.0,-12.04775,1,1,1,1,10.0
24,22.5,32.5,-12.04775,1,1,1,1,10.0
25,13.75,32.5,-12.04775,1,1,1,1,10.0
26,13.75,35.0,-12.04775,1,1,1,1,10.0
27,22.5,35.0,-12.04775,1,1,1,0,10.0
28,22.5,35.0,10.0,1,0,0,0,20.0
