,x,y,z,p11_before,p11_after,p1_before,p1_after,p0_before,p0_after,speed
0,10.0,14.275,,0,0,0,0,0,0,20.0
1,10.0,14.275,-12.5,0,0,0,0,0,0,10.0
2,10.0,14.375,-12.5,0,0,0,0,0,1,20.0
3,10.0,24.375,-12.5,0,0,0,0,1,1,10.0
4,9.623125,24.375,-12.5,0,0,0,0,1,1,10.0
5,9.623125,14.375,-12.5,0,0,0,0,1,1,10.0
6,7.5,14.375,-12.5,0,0,0,0,1,1,10.0
7,7.5,24.375,-12.5,0,0,0,0,1,1,10.0
8,7.123125,24.375,-12.5,0,0,0,0,1,1,10.0
9,7.123125,14.375,-12.5,0,0,0,0,1,1,10.0
10,5.0,14.375,-12.5,0,0,0,0,1,1,10.0
11,5.0,24.375,-12.5,0,0,0,0,1,1,10.0
12,4.623125,24.375,-12.5,0,0,0,0,1,1,10.0
13,4.623125,14.375,-12.5,0,0,0,0,1,0,10.0
14,4.623125,14.375,-10.0,0,0,0,0,0,0,20.0
15,9.24625,14.375,-10.0,0,0,0,0,0,0,20.0
16,9.24625,15.625,-10.0,0,0,0,0,0,0,20.0
17,9.24625,15.625,-15.0,0,0,0,0,0,1,20.0
18,9.24625,15.625,-10.0,0,0,0,0,1,0,10.0
19,9.24625,18.125,-10.0,0,0,0,0,0,0,20.0
20,9.24625,18.125,-15.0,0,0,0,0,0,1,20.0
21,9.24625,18.125,-10.0,0,0,0,0,1,0,10.0
22,9.24625,20.625,-10.0,0,0,0,0,0,0,20.0
23,9.24625,20.625,-15.0,0,0,0,0,0,1,20.0
24,9.24625,20.625,-10.0,0,0,0,0,1,0,10.0
25,9.24625,23.125,-10.0,0,0,0,0,0,0,20.0
26,9.24625,23.125,-15.0,0,0,0,0,0,1,20.0
27,9.24625,23.125,-10.0,0,0,0,0,1,0,10.0
28,9.24625,23.125,-10.0,0,0,0,0,0,0,20.0
29,6.74625,23.125,-10.0,0,0,0,0,0,0,20.0
30,6.74625,15.625,-10.0,0,0,0,0,0,0,20.0
31,6.74625,15.625,-15.0,0,0,0,0,0,1,20.0
32,6.74625,15.625,-10.0,0,0,0,0,1,0,10.0
33,6.74625,18.125,-10.0,0,0,0,0,0,0,20.0
34,6.74625,18.125,-15.0,0,0,0,0,0,1,20.0
35,6.74625,18.125,-10.0,0,0,0,0,1,0,10.0
36,6.74625,20.625,-10.0,0,0,0,0,0,0,20.0
37,6.74625,20.625,-15.0,0,0,0,0,0,1,20.0
38,6.74625,20.625,-10.0,0,0,0,0,1,0,10.0
39,6.74625,23.125,-10.0,0,0,0,0,0,0,20.0
40,6.74625,23.125,-15.0,0,0,0,0,0,1,20.0
41,6.74625,23.125,-10.0,0,0,0,0,1,0,10.0
42,6.74625,23.125,-10.0,0,0,0,0,0,0,20.0
43,4.24625,23.125,-10.0,0,0,0,0,0,0,20.0
44,4.24625,15.625,-10.0,0,0,0,0,0,0,20.0
45,4.24625,15.625,-15.0,0,0,0,0,0,1,20.0
46,4.24625,15.625,-10.0,0,0,0,0,1,0,10.0
47,4.24625,18.125,-10.0,0,0,0,0,0,0,20.0
48,4.24625,18.125,-15.0,0,0,0,0,0,1,20.0
49,4.24625,18.125,-10.0,0,0,0,0,1,0,10.0
50,4.24625,20.625,-10.0,0,0,0,0,0,0,20.0
51,4.24625,20.625,-15.0,0,0,0,0,0,1,20.0
52,4.24625,20.625,-10.0,0,0,0,0,1,0,10.0
53,4.24625,23.125,-10.0,0,0,0,0,0,0,20.0
54,4.24625,23.125,-15.0,0,0,0,0,0,1,20.0
55,4.24625,23.125,-10.0,0,0,0,0,1,0,10.0
56,4.24625,23.125,10.0,0,0,0,0,0,0,20.0
