,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,,,,0,1,0,0,0.0
1,,,,1,1,0,1,0.0
2,,,,1,1,1,0,0.0
3,15.0,49.9,,1,1,0,0,20.0
4,15.0,49.9,-12.5,1,1,0,0,10.0
5,15.0,50.0,-12.5,1,1,0,1,20.0
6,15.0,60.0,-12.5,1,1,1,1,10.0
7,15.603,60.0,-12.5,1,1,1,1,10.0
8,15.603,50.0,-12.5,1,1,1,1,10.0
9,17.5,50.0,-12.5,1,1,1,1,10.0
10,17.5,60.0,-12.5,1,1,1,1,10.0
11,18.103,60.0,-12.5,1,1,1,1,10.0
12,18.103,50.0,-12.5,1,1,1,1,10.0
13,20.0,50.0,-12.5,1,1,1,1,10.0
14,20.0,60.0,-12.5,1,1,1,1,10.0
15,20.603,60.0,-12.5,1,1,1,1,10.0
16,20.603,50.0,-12.5,1,1,1,0,10.0
17,20.603,50.0,-11.897,1,1,0,0,10.0
18,22.5,51.15,-11.897,1,1,0,0,20.0
19,22.5,51.15,-11.897,1,1,0,0,10.0
20,22.5,51.25,-11.897,1,1,0,1,20.0
21,13.75,51.25,-11.897,1,1,1,1,10.0
22,13.75,53.75,-11.897,1,1,1,1,10.0
23,22.5,53.75,-11.897,1,1,1,1,10.0
24,22.5,56.25,-11.897,1,1,1,1,10.0
25,13.75,56.25,-11.897,1,1,1,1,10.0
26,13.75,58.75,-11.897,1,1,1,1,10.0
27,22.5,58.75,-11.897,1,1,1,0,10.0
28,22.5,58.75,10.0,1,0,0,0,20.0
